record_id,name_code,web_site,genus,subgenus,species,infraspecies_parent_name_code,infraspecies,infraspecies_marker,author,accepted_name_code,comment,scrutiny_date,sp2000_status_id,database_id,specialist_id,family_id,specialist_code,family_code,is_accepted_name,gsdtaxonguid,gsdnameguid,is_extinct,has_preholocene,has_modern,reference_year,ref_source,as_authors,as_edition,as_journal,as_note,as_pages,as_volume,as_year
8941,38bfe888-655a-4d5a-a392-54c7db29b6dd,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20himalayense,Lophodermium,\N,himalayense,\N,\N,\N,"P. F. Cannon & Minter, 1986",38bfe888-655a-4d5a-a392-54c7db29b6dd,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Mycol. Pap. 155:64.,"P.F. Cannon, Minter",\N,Mycol. Pap.,\N,64,155,1986
8942,31260553-1608-49b9-8b08-ff9306a43efe,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20nanakii,Lophodermium,\N,nanakii,\N,\N,\N,"P. F. Cannon & Minter, 1986",31260553-1608-49b9-8b08-ff9306a43efe,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Mycol. Pap. 155:76.,"P.F. Cannon, Minter",\N,Mycol. Pap.,\N,76,155,1986
8943,09d0a90d-a76f-4214-9951-d202e55c2620,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20petrakii,Lophodermium,\N,petrakii,\N,\N,\N,"Durrieu, 1957",09d0a90d-a76f-4214-9951-d202e55c2620,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1957,In: Beih. Sydowia 1:356.,G. Durrieu,\N,Beih. Sydowia,\N,356,1,1957
8944,0c197137-f49a-4eac-ada4-dc370f3f72ae,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20pini-excelsae,Lophodermium,\N,pini-excelsae,\N,\N,\N,"S. Ahmad, 1954",0c197137-f49a-4eac-ada4-dc370f3f72ae,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1954,In: Sydowia 8(1-6):172.,"Petrak, Ahmad",\N,Sydowia,\N,172,8(1-6),1954
8945,f3a31632-9f4c-43bd-9175-4a25305ab232,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20pini-pumilae,Lophodermium,\N,pini-pumilae,\N,\N,\N,"Sawada, 1952",f3a31632-9f4c-43bd-9175-4a25305ab232,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1952,In: Bull. Govt Forest Exp. Stn Meguro 53:151.,K. Sawada,\N,Bull. Govt Forest Exp. Stn Meguro,\N,151,53,1952
8946,5b18c2c3-fa11-4fe0-ac79-60ee65a07c70,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20pyrolae,Lophodermium,\N,pyrolae,\N,\N,\N,"Parmelee, 1958",5b18c2c3-fa11-4fe0-ac79-60ee65a07c70,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1958,In: Can. J. Bot. 36:865.,J.A. Parmelee,\N,Can. J. Bot.,\N,865,36,1958
8947,9bed03c2-8ff2-4c3a-b93e-066f195319b5,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20richeae,Lophodermium,\N,richeae,\N,\N,\N,"Petr., 1954",9bed03c2-8ff2-4c3a-b93e-066f195319b5,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1954,In: Sydowia 8(1-6):208.,F. Petrak,\N,Sydowia,\N,208,8(1-6),1954
8948,09dcffdf-5647-43bd-b0c1-888b81486c66,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20thujopsidis,Lophodermium,\N,thujopsidis,\N,\N,\N,"Sawada, 1950",09dcffdf-5647-43bd-b0c1-888b81486c66,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1950,"In: Report forest Expt. Stn, Tokyo 46:141.",K. Sawada,\N,\N,\N,141,46,1950
8949,f910f3eb-a03a-4898-96d6-5845bb191840,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20violae,Lophodermium,\N,violae,\N,\N,\N,"Arx, 1950",f910f3eb-a03a-4898-96d6-5845bb191840,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1950,In: Sydowia 4(1-6):393.,"Arx, J.A. von",\N,Sydowia,\N,393,4(1-6),1950
8950,b8ddadef-3021-439f-81dc-90ed568cd67f,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20indicum,Lophodermium,\N,indicum,\N,\N,\N,"Tilak, 1959",b8ddadef-3021-439f-81dc-90ed568cd67f,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1959,In: Sydowia 13(1-6):27.,S.T. Tilak,\N,Sydowia,\N,27,13(1-6),1959
8951,6009b950-a60f-46e5-9ee9-192b5e0cf1ca,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20erumpens,Lophodermium,\N,erumpens,\N,\N,\N,"I. Hino & Katum., 1957",6009b950-a60f-46e5-9ee9-192b5e0cf1ca,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1957,"In: Bull. Faculty of Agriculture, Yamaguchi University 8:645.",I. Hino & Katum.,\N,\N,\N,645,8,1957
8952,2917bdcc-8684-4685-95d2-ba19ca027a6f,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20nivale,Lophodermium,\N,nivale,\N,\N,\N,"(Maire) Arx & E. Müll., 1975",2917bdcc-8684-4685-95d2-ba19ca027a6f,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1975,In: Stud. Mycol. 9:133.,Arx & E. Müll.,\N,Stud. Mycol.,\N,133,9,1975
8953,c5d255cd-bf05-4a34-9f25-b44eb0942d26,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20nasikianum,Lophodermium,\N,nasikianum,\N,\N,\N,"Tilak & Talde, 1978",c5d255cd-bf05-4a34-9f25-b44eb0942d26,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1978,In: Biovigyanam 3(2):245.,"Tilak, Talde",\N,Biovigyanam,\N,245,3(2),1978
8954,f669e52b-265c-4eb2-97bb-0ae471bf1386,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20seditiosum,Lophodermium,\N,seditiosum,\N,\N,\N,"Minter, Staley & Millar, 1978",f669e52b-265c-4eb2-97bb-0ae471bf1386,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1978,In: Trans. Br. mycol. Soc. 71(2):300.,"Minter, Staley, Millar",\N,Trans. Br. mycol. Soc.,\N,300,71(2),1978
8955,10225ac6-e0e1-460e-9243-3bc1474a6bb6,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20hederae,Lophodermium,\N,hederae,\N,\N,\N,"Dennis & Spooner, 1977",10225ac6-e0e1-460e-9243-3bc1474a6bb6,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1977,In: Kew Bull. 32(1):113.,"Dennis, Spooner",\N,Kew Bull.,\N,113,32(1),1977
8956,8a55efb9-505b-4a05-9db2-5229b7b58c36,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20hedericola,Lophodermium,\N,hedericola,\N,\N,\N,"S. Ahmad, 1971",8a55efb9-505b-4a05-9db2-5229b7b58c36,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1971,"In: Biologia, Lahore 17(2):82.",S. Ahmad,\N,"Biologia, Lahore",\N,82,17(2),1971
8957,4d295f61-364f-4829-9615-ba83c72629f6,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20juncinum,Lophodermium,\N,juncinum,\N,\N,\N,"(Jaap) Terrier, 1977",4d295f61-364f-4829-9615-ba83c72629f6,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1977,In: Beitr. Kryptfl. Schweiz 15(no. 1):15.,C.A. Terrier,\N,Beitr. Kryptfl. Schweiz,\N,15,15(no. 1),1977
8958,dc63f651-391c-456b-be6f-d8b9003aa585,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20myricae,Lophodermium,\N,myricae,\N,\N,\N,"Dennis & Spooner, 1977",dc63f651-391c-456b-be6f-d8b9003aa585,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1977,In: Kew Bull. 32(1):115.,"Dennis, Spooner",\N,Kew Bull.,\N,115,32(1),1977
8959,ce0df9c6-1103-4cff-bf6b-5769253669a9,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20canberrianum,Lophodermium,\N,canberrianum,\N,\N,\N,"W. Stahl ex Minter & Millar, 1978",ce0df9c6-1103-4cff-bf6b-5769253669a9,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1978,In: Trans. Br. mycol. Soc. 71(2):336.,"W. Stahl ex Minter, Millar",\N,Trans. Br. mycol. Soc.,\N,336,71(2),1978
8960,f9f2d811-96ab-470f-8e77-29f8e089f5d7,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20jianchuanense,Lophodermium,\N,jianchuanense,\N,\N,\N,"C. L. Hou & M. Piepenbr., 2005",f9f2d811-96ab-470f-8e77-29f8e089f5d7,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2005,In: Can. J. Bot. 83(1):40.,"C.L. Hou, Y.R. Lin, M. Piepenbring",\N,Can. J. Bot.,\N,40,83(1),2005
8961,1ea65a2c-16c0-423c-9471-070e6ec00363,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20castellanii,Lophodermium,\N,castellanii,\N,\N,\N,"Graniti, 1952",1ea65a2c-16c0-423c-9471-070e6ec00363,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1952,In: Nuovo G. bot. ital. 59:40.,A. Graniti,\N,Nuovo G. bot. ital.,\N,40,59,1952
8962,5fcbc1f6-2186-42f9-98a9-b87e1dabf425,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20euryae,Lophodermium,\N,euryae,\N,\N,\N,"Y. R. Lin & Y. F. He, 2005",5fcbc1f6-2186-42f9-98a9-b87e1dabf425,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2005,In: Mycosystema 24(1):2.,"Y.R. Lin, S.M. Yu, Y.F. He, S.J. Wang",\N,Chev.] Mycosystema,\N,2,24(1),2005
8963,4ca9de4a-2365-48d3-8c3e-b72c25f0b75b,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20aucupariae,Lophodermium,\N,aucupariae,\N,\N,\N,"(Schleich.) Darker, 1967",4ca9de4a-2365-48d3-8c3e-b72c25f0b75b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1430.,G.D. Darker,\N,Can. J. Bot.,\N,1430,45,1967
8964,6644b34b-7f2b-445d-88ae-5baef7ae10bc,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20salisburgense,Lophodermium,\N,salisburgense,\N,\N,\N,"Petr., 1963",6644b34b-7f2b-445d-88ae-5baef7ae10bc,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1963,In: Sydowia 16(1-6):179.,F. Petrak,\N,Sydowia,\N,179,16(1-6),1963
8965,bbad1c38-d8bd-4610-9049-50f5e82acc6d,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20sawadae,Lophodermium,\N,sawadae,\N,\N,\N,"Darker, 1967",bbad1c38-d8bd-4610-9049-50f5e82acc6d,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1433.,G.D. Darker,\N,Can. J. Bot.,\N,1433,45,1967
8966,fb93ddc2-f84d-417c-8e80-60719d4c18b7,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20eriophori,Lophodermium,\N,eriophori,\N,\N,\N,"(Henn.) P. R. Johnst. & Scheuer, 2003",fb93ddc2-f84d-417c-8e80-60719d4c18b7,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2003,In: Mycotaxon 87:490.,"P.R. Johnston, C. Scheuer",\N,\N,\N,490,87,2003
8967,e693352e-0405-41c5-96fb-71105608b576,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20macci,Lophodermium,\N,macci,\N,\N,\N,"Sokolski & Bérubé, 2004",e693352e-0405-41c5-96fb-71105608b576,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2004,In: Mycologia 96(6):1262.,"S. Sokolski, Y. Piché, J.A. Bérubé",\N,\N,\N,1262,96(6),2004
8968,1974669a-e0f9-4883-8f3b-109ed30d2f5b,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20validum,Lophodermium,\N,validum,\N,\N,\N,"Y. R. Lin, Z. S. Xu & K. Le, 2001",1974669a-e0f9-4883-8f3b-109ed30d2f5b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2001,In: Mycosystema 20(4):458.,"Y.R. Lin, Z.S. Xu, K. Li",\N,\N,\N,458,20(4),2001
8969,3ca7fa40-fdce-4efd-bb83-fe07c904fbef,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20implicatum,Lophodermium,\N,implicatum,\N,\N,\N,"Y. R. Lin & Z. S. Xu, 2001",3ca7fa40-fdce-4efd-bb83-fe07c904fbef,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2001,In: Mycosystema 20(4):457.,"Y.R. Lin, Z.S. Xu, K. Li",\N,\N,\N,457,20(4),2001
8970,0b9ed839-5fd3-4018-a0f4-614c4d997802,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20jiangnanense,Lophodermium,\N,jiangnanense,\N,\N,\N,"Y. R. Lin & S. J. Wang, 2004",0b9ed839-5fd3-4018-a0f4-614c4d997802,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2004,In: Mycosystema 23(1):15.,"Y.R. Lin, Z.S. Xu, G.B. Yie, S.J. Wang",\N,Mycosystema,\N,15,23(1),2004
8971,80142e10-91b2-4427-9f45-f34ae1cb3f5a,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20brachypodii,Lophodermium,\N,brachypodii,\N,\N,\N,"Hilitzer, 1929",80142e10-91b2-4427-9f45-f34ae1cb3f5a,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1929,In: V?d. Spisy ?sl. Akad. zem?d. 3:93.,A.C. Hilitzer,\N,V?d. Spisy ?sl. Akad. zem?d.,\N,93,3,1929
8972,af31d39e-7daa-4edc-a1c3-3bb7960e8e70,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20consociatum,Lophodermium,\N,consociatum,\N,\N,\N,"Darker, 1932",af31d39e-7daa-4edc-a1c3-3bb7960e8e70,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1932,In: Contr. Arnold Arbor. 1:79.,G.D. Darker,\N,Contr. Arnold Arbor.,\N,79,1,1932
8973,8d8b33f0-9ac5-4cd6-b92c-877170bcdefa,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20conigenum,Lophodermium,\N,conigenum,\N,\N,\N,"(Brunaud) Hilitzer, 1929",8d8b33f0-9ac5-4cd6-b92c-877170bcdefa,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1929,In: V?d. Spisy ?sl. Akad. zem?d. 3:76.,A.C. Hilitzer,\N,V?d. Spisy ?sl. Akad. zem?d.,\N,76,3,1929
8974,5c97acf7-6a8e-49cf-ac5c-fae677b5c0bd,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20coalescens,Lophodermium,\N,coalescens,\N,\N,\N,"Tobias, 1986",5c97acf7-6a8e-49cf-ac5c-fae677b5c0bd,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Nov. sist. Niz. Rast. 23:161.,A.V. Tobias,\N,sist. Niz. Rast.,\N,161,23,1986
8975,55580619-c061-40ed-ad77-f4939ee85375,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20parasiticum,Lophodermium,\N,parasiticum,\N,\N,\N,"B. Z. He & D. Q. Yang, 1986",55580619-c061-40ed-ad77-f4939ee85375,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Acta Mycol. Sin. 5(2):72.,"He, B.-z.; Yang, D.-q.; Qi, X.-w.",\N,pine]. Acta Mycol. Sin.,\N,72,5(2),1986
8976,185bf2f9-2414-44ec-a750-bacddcb11ee3,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20maximum,Lophodermium,\N,maximum,\N,\N,\N,"B. Z. He & D. Q. Yang, 1986",185bf2f9-2414-44ec-a750-bacddcb11ee3,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Acta Mycol. Sin. 5(2):71.,"He, B.-z.; Yang, D.-q.; Qi, X.-w.",\N,pine]. Acta Mycol. Sin.,\N,71,5(2),1986
8977,08064347-4cc0-4a35-808b-7a49982720ef,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20australe,Lophodermium,\N,australe,\N,\N,\N,"Dearn., 1926",08064347-4cc0-4a35-808b-7a49982720ef,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1926,In: Mycologia 18(5):242.,J. Dearness,\N,Mycologia,\N,242,18(5),1926
8978,e8c753d9-e4fb-4615-b308-b1f7b3ea4835,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20anhuiense,Lophodermium,\N,anhuiense,\N,\N,\N,"Y. R. Lin, 1988",e8c753d9-e4fb-4615-b308-b1f7b3ea4835,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1988,In: Acta Mycol. Sin. 7(3):130.,"Lin, Y.-r.; Tang, Y.-p.",\N,Acta Mycol. Sin.,\N,130,7(3),1988
8979,d05b0f7d-b029-452a-8232-eae83b0aedf9,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20pini-bungeanae,Lophodermium,\N,pini-bungeanae,\N,\N,\N,"Y. R. Lin, 1988",d05b0f7d-b029-452a-8232-eae83b0aedf9,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1988,In: Acta Mycol. Sin. 7(3):131.,"Lin, Y.-r.; Tang, Y.-p.",\N,Acta Mycol. Sin.,\N,131,7(3),1988
8980,ff6b5f1f-c3d1-4149-91ef-09602440f3f9,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20mirabile,Lophodermium,\N,mirabile,\N,\N,\N,"Y. R. Lin, 1988",ff6b5f1f-c3d1-4149-91ef-09602440f3f9,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1988,In: Acta Mycol. Sin. 7(3):132.,"Lin, Y.-r.; Tang, Y.-p.",\N,Acta Mycol. Sin.,\N,132,7(3),1988
8981,5bbf9bca-be1e-4686-82bd-cda4ce897651,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20multimatricum,Lophodermium,\N,multimatricum,\N,\N,\N,"P. R. Johnst., 1988",5bbf9bca-be1e-4686-82bd-cda4ce897651,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1988,In: Mycotaxon 31(2):384.,P.R. Johnston,\N,\N,\N,384,31(2),1988
8982,b9e86234-049b-436f-a24a-10f813487cbc,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20petiolicola,Lophodermium,\N,petiolicola,\N,\N,\N,"Fuckel, 1870",b9e86234-049b-436f-a24a-10f813487cbc,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1870,In: Jb. nassau. Ver. Naturk. 23-24:255.,K.W.G.L. Fuckel,\N,Jb. nassau. Ver. Naturk.,\N,255,23-24,1870
8983,f7d718dc-13b6-444e-a127-be8274c5d62c,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20piceae,Lophodermium,\N,piceae,\N,\N,\N,"(Fuckel) Höhn., 1917",f7d718dc-13b6-444e-a127-be8274c5d62c,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1917,"In: Sber. Akad. Wiss. Wien, Math.-naturw. Kl., Abt. 1 126(4-5):296.","Höhnel, F.X.R. von",Abt. 1,"Sber. Akad. Wiss. Wien, Math.-naturw. Kl.,",\N,296,126(4-5),1917
8984,3f4f5728-5255-4a1b-b7f5-cdaf113215c3,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20croesicum,Lophodermium,\N,croesicum,\N,\N,\N,"P. R. Johnst., 1989",3f4f5728-5255-4a1b-b7f5-cdaf113215c3,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):253.,P.R. Johnston,\N,Jl Bot.,\N,253,27(2),1989
8985,12566d15-3b56-46f9-a9cb-b5892c655181,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20brunneolum,Lophodermium,\N,brunneolum,\N,\N,\N,"P. R. Johnst., 1989",12566d15-3b56-46f9-a9cb-b5892c655181,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):251.,P.R. Johnston,\N,Jl Bot.,\N,251,27(2),1989
8986,f511cc0e-984f-422a-966b-85a75c6b8759,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20atrum,Lophodermium,\N,atrum,\N,\N,\N,"P. R. Johnst., 1989",f511cc0e-984f-422a-966b-85a75c6b8759,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):249.,P.R. Johnston,\N,Jl Bot.,\N,249,27(2),1989
8987,0f68d39e-f910-44f0-b72d-b55b6035deb9,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20clusiae,Lophodermium,\N,clusiae,\N,\N,\N,"(Lév.) P. R. Johnst., 1989",0f68d39e-f910-44f0-b72d-b55b6035deb9,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: Sydowia 41:141.,P.R. Johnston,\N,\N,\N,141,41,1989
8988,530c812e-b5b1-4f2a-9cc8-d2b4226bb2b8,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20kaikawakae,Lophodermium,\N,kaikawakae,\N,\N,\N,"P. R. Johnst., 1989",530c812e-b5b1-4f2a-9cc8-d2b4226bb2b8,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):258.,P.R. Johnston,\N,Jl Bot.,\N,258,27(2),1989
8989,6113b201-cba2-4a5a-a977-cb4cb1fe14b7,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20irregulare,Lophodermium,\N,irregulare,\N,\N,\N,"P. R. Johnst., 1989",6113b201-cba2-4a5a-a977-cb4cb1fe14b7,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):257.,P.R. Johnston,\N,Jl Bot.,\N,257,27(2),1989
8990,4a59da72-e9a4-4aa6-85ba-a9905c0e5e55,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20inclusum,Lophodermium,\N,inclusum,\N,\N,\N,"P. R. Johnst., 1989",4a59da72-e9a4-4aa6-85ba-a9905c0e5e55,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1989,In: N.Z. Jl Bot. 27(2):256.,P.R. Johnston,\N,Jl Bot.,\N,256,27(2),1989
