name_code,name,rank,estimate,source,inserted,updated
954391db-8d44-4c65-9396-22d037894825,Cercidiphyllaceae,FAMILY,2,\N,2015-10-30 16:01:59,\N
c8b40803-6455-433a-9d51-5a6b669b8fa3,Crassulaceae,FAMILY,1450,\N,2015-10-30 16:02:26,\N
6f31b052-8940-4643-852f-7ca80d61ed3d,Cynomoriaceae,FAMILY,1,\N,2015-10-30 16:02:43,\N
1184aa3c-0541-4790-96a2-3fd337962e5d,Daphniphyllaceae,FAMILY,25,\N,2015-10-30 16:02:56,\N
7c30df54-5bd5-4ebe-a3cc-3de480b61a7e,Grossulariaceae,FAMILY,190,\N,2015-10-30 16:03:13,\N
0e5a713b-8e7d-473c-8b33-136ed1f9cd59,Haloragaceae,FAMILY,160,\N,2015-10-30 16:03:27,\N
5f1da02f-e263-43bd-99ca-2299989e3871,Hamamelidaceae,FAMILY,100,\N,2015-10-30 16:03:43,\N
1374d1ed-def8-42df-bb89-5ad3659c31e3,Iteaceae,FAMILY,24,\N,2015-10-30 16:03:56,\N
8831467b-5905-4a6a-a747-99936d772950,Paeoniaceae,FAMILY,30,\N,2015-10-30 16:04:10,\N
4f34298a-340f-4a64-b479-2b15de56dcd7,Penthoraceae,FAMILY,2,\N,2015-10-30 16:04:26,\N
50a47cdf-0c42-4b8b-9c74-218aebecd9e1,Peridiscaceae,FAMILY,10,\N,2015-10-30 16:04:41,\N
c1823b37-1e34-437d-89b8-dcc263996fd5,Saxifragaceae,FAMILY,750,\N,2015-10-30 16:04:56,\N
52c60aaf-b437-43c9-82c7-4f416921956d,Tetracarpaeaceae,FAMILY,1,\N,2015-10-30 16:05:10,\N
8c75103e-a3a3-4d14-9337-98a9f863ad3c,Neuroptera,ORDER,5937,\N,2015-10-30 16:42:41,2017-03-09 23:09:32
c21992bb-91d1-4e5b-8c3e-c13ff215f42e,Megaloptera,ORDER,380,\N,2015-10-30 16:43:01,2017-03-09 23:09:08
d575b226-7fa6-47ed-a07e-65c872628a9a,Raphidioptera,ORDER,271,\N,2015-10-30 16:43:18,2017-03-09 23:11:55
4d9907e4-5b08-4db1-88e6-68bb2791bc6c,Inocelliidae,FAMILY,42,\N,2015-10-30 16:43:32,\N
a972c696-323e-4aad-8042-53dc5f1ed231,Raphidiidae,FAMILY,206,\N,2015-10-30 16:43:43,\N
63b65a6d-ddec-42a0-9697-339407b21452,Corydalidae,FAMILY,295,\N,2015-10-30 16:44:03,\N
bf32e77c-f5d4-4704-8876-f18e3c0f0c2e,Sialidae,FAMILY,78,\N,2015-10-30 16:44:11,\N
c254a3d5-6416-4365-a970-0ac747de591d,Ascalaphidae,FAMILY,431,\N,2015-10-30 16:44:34,\N
a80eb8de-3ed9-42ac-b60c-1c81f1c984e3,Berothidae,FAMILY,123,\N,2015-10-30 16:44:42,\N
b350be0f-8ab1-4f0f-b831-99cfc393c1a4,Chrysopidae,FAMILY,1413,\N,2015-10-30 16:44:53,\N
b6a407f2-f2c8-40fd-aaab-bb0665147569,Coniopterygidae,FAMILY,571,\N,2015-10-30 16:45:04,\N
d446a71d-9a80-4cbc-9bbb-bc32aaa14fae,Dilaridae,FAMILY,74,\N,2015-10-30 16:45:14,\N
6123ff75-c4fd-444b-aa12-45e275387b61,Hemerobiidae,FAMILY,590,\N,2015-10-30 16:45:29,\N
16b37ab6-2407-4919-a50f-01e24822350c,Ithonidae,FAMILY,40,\N,2015-10-30 16:45:37,\N
f0c64e92-09ef-4c58-8ce6-c9dc163a5261,Mantispidae,FAMILY,399,\N,2015-10-30 16:45:46,\N
1eb9584a-a7f9-4a42-add7-f76e0eab6cbe,Myrmeleontidae,FAMILY,1657,\N,2015-10-30 16:45:55,\N
a49a396c-6c8b-409b-943c-fd863b492b39,Nemopteridae,FAMILY,146,\N,2015-10-30 16:46:05,\N
71ec410f-1c25-4ade-949d-a4712141f4fd,Nevrorthidae,FAMILY,16,\N,2015-10-30 16:46:12,\N
0740830d-80e7-489b-9184-a88ace00d408,Nymphidae,FAMILY,35,\N,2015-10-30 16:46:21,\N
958f6b03-4af2-410f-aa9c-7be85fd15c24,Osmylidae,FAMILY,212,\N,2015-10-30 16:46:30,\N
9e5c901b-eb9a-4d41-8398-8b82af6f0fda,Psychopsidae,FAMILY,26,\N,2015-10-30 16:46:38,\N
9c5456b9-dbb0-4dfe-a357-f63eee952f51,Sisyridae,FAMILY,70,\N,2015-10-30 16:46:49,\N
daccfa37-135f-4fa0-b7b1-2d896949a69f,Akravidae,FAMILY,1,\N,2015-10-30 17:00:02,\N
18e71eb7-f88f-4a03-9fb6-59d09a4ab566,Bothriuridae,FAMILY,150,\N,2015-10-30 17:00:46,\N
60f5290c-b805-4362-b711-3e78a6fab384,Buthidae,FAMILY,1062,\N,2015-10-30 17:01:18,\N
3c5c507a-179c-49e7-8657-cdb5c2af01f1,Caraboctonidae,FAMILY,29,\N,2015-10-30 17:01:48,\N
114f7005-b379-4529-9cfc-a1f4fc3c5909,Chactidae,FAMILY,183,\N,2015-10-30 17:02:24,\N
25d83d59-2c78-4b82-992b-5f2ea2bed6d6,Chaerilidae,FAMILY,40,\N,2015-10-30 17:02:59,\N
2b32ca6b-67fc-4a07-856d-929b77c6b76c,Euscorpiidae,FAMILY,133,\N,2015-10-30 17:03:32,\N
e97946f4-c5b8-4166-8bbf-f62a2dfec6cf,Hemiscorpiidae,FAMILY,15,\N,2015-10-30 17:04:18,\N
e7b5827a-06d2-4f51-a9a3-d6464e986bbe,Heteroscorpionidae,FAMILY,6,\N,2015-10-30 17:05:09,\N
33634434-c139-4d97-b7f8-af27539b8e8c,Hormuridae,FAMILY,81,\N,2015-10-30 17:05:49,\N
2815df15-a322-4461-ab57-bd4d3d5e1ebc,Iuridae,FAMILY,14,\N,2015-10-30 17:06:32,\N
cbb06c03-28e1-4cc2-9c9b-22ed967760c3,Pseudochactidae,FAMILY,6,\N,2015-10-30 17:08:02,\N
59615600-71ab-4bdf-8ddf-362a7fedc4e8,Scorpionidae,FAMILY,299,\N,2015-10-30 17:08:29,\N
ec4d3ab5-2c55-4903-aed7-b981ac42bb86,Superstitioniidae,FAMILY,1,\N,2015-10-30 17:09:06,\N
dd4bc44a-12f5-44ee-acd4-154d70667d53,Troglotayosicidae,FAMILY,5,\N,2015-10-30 17:09:36,\N
7baa55d5-224a-4601-b0a5-28ecac50f459,Typhlochactidae,FAMILY,11,\N,2015-10-30 17:10:07,\N
45143dab-e627-435a-8601-820951bd630b,Vaejovidae,FAMILY,198,\N,2015-10-30 17:10:50,\N
eb6d58e1-3c3b-43a2-bdb3-7a005dbcfa16,Scorpiones,ORDER,2109,\N,2015-10-30 17:14:02,2017-03-09 22:45:31
eed3589f-11c2-44cd-a165-99c4502c9bcf,Xenacoelomorpha,PHYLUM,395,\N,2015-10-30 20:20:34,\N
03efd040-1d47-437a-8424-b23c56285487,Pinopsida,CLASS,615,\N,2015-11-09 22:33:05,\N
19612bcd-0505-4427-ac34-8a6230fa4242,Pinales,ORDER,615,\N,2015-11-09 22:33:16,\N
3f9dcb58-db8f-4fcb-afe2-8a5cc4504bc9,Araucariaceae,FAMILY,41,\N,2015-11-09 22:33:31,\N
31af7b7f-9fb1-44a7-89e0-cdda32705890,Cephalotaxaceae,FAMILY,8,\N,2015-11-09 22:33:43,\N
aa197188-96a6-4967-bb66-81ba212231f8,Cupressaceae,FAMILY,130,\N,2015-11-09 22:33:54,\N
9fdba5f8-a280-4bf8-9440-e409367611e4,Phyllocladaceae,FAMILY,4,\N,2015-11-09 22:34:05,\N
087ad794-5727-4cbb-b114-e1287aa01359,Pinaceae,FAMILY,225,\N,2015-11-09 22:34:17,\N
54d2636e-94d7-4670-9568-b0c70c069371,Podocarpaceae,FAMILY,185,\N,2015-11-09 22:34:30,\N
e1681b37-e88d-4f0b-bb46-be61a38919bb,Sciadopityaceae,FAMILY,1,\N,2015-11-09 22:34:44,\N
be5a19a1-7d4f-41ef-93e8-49815ca8209b,Taxaceae,FAMILY,21,\N,2015-11-09 22:34:56,\N
5cda1898-6e4f-4e50-a1d5-1bd55e7cc83a,Mycetozoa,PHYLUM,1184,\N,2015-11-11 15:05:12,2018-04-02 22:53:25
8deceba7-a552-44d2-b37a-a2029c2b70b4,Cycadopsida,CLASS,317,\N,2015-11-20 15:28:13,\N
befdbd77-25ce-4fdd-89dc-48ef303f90da,Cycadales,ORDER,317,\N,2015-11-20 15:28:26,\N
095ab185-e736-4d87-abdd-9aed586ce80f,Cycadaceae,FAMILY,97,\N,2015-11-20 15:28:43,\N
9a1a6627-1f7d-4cd9-8030-e4f59f3ea4b9,Zamiaceae,FAMILY,220,\N,2015-11-20 15:28:51,\N
495e8516-6c24-485f-b96d-292bcdc6cc14,Fulgoroidea,SUPERFAMILY,13600,\N,2015-12-08 10:00:20,2018-03-29 11:46:05
96164152-b173-43ab-a3bc-f7477b672034,Dictyosteliomycetes,CLASS,149,\N,2015-12-18 18:16:11,2018-04-02 22:53:37
e6f6ad6a-ee0c-4734-b804-2a07c01f6cba,Myxomycetes,CLASS,999,\N,2015-12-18 18:16:29,2018-04-02 22:54:42
c0a1b067-5db0-4f00-8098-85317b1e641a,Protosteliomycetes,CLASS,36,\N,2015-12-18 18:16:48,\N
35a814c5-65b2-4e66-ab41-565c84b729d3,Dictyosteliales,ORDER,149,\N,2015-12-18 18:17:07,2018-04-02 22:53:53
bfd58251-c4d2-474b-bc25-f5193f501691,Acytosteliaceae,FAMILY,15,\N,2015-12-18 18:17:23,2018-04-02 22:54:07
e484118b-2c12-4a5e-83dd-c27ff84cdc6f,Dictyosteliaceae,FAMILY,134,\N,2015-12-18 18:17:35,2018-04-02 22:54:16
99ef9e4e-fca1-48eb-8126-548e96c5af31,Echinosteliales,ORDER,19,\N,2015-12-18 18:17:51,2018-04-02 22:54:52
78a0bfb7-bafd-4162-b324-f54e0ffb41d3,Clastodermataceae,FAMILY,4,\N,2015-12-18 18:18:11,2018-04-02 22:55:45
6678f6cb-ccb5-4a0f-9790-4ed68292c550,Echinosteliaceae,FAMILY,15,\N,2015-12-18 18:18:20,2018-04-02 22:55:51
87629960-9500-4a51-a7b8-133f8af55410,Liceales,ORDER,157,\N,2015-12-18 18:19:24,2018-04-02 22:56:00
5735f287-ebdf-4cbf-975a-9752b586f92e,Cribrariaceae,FAMILY,47,\N,2015-12-18 18:19:44,\N
f115218d-875f-4fb2-825b-0d3b74a381eb,Dictydiaethaliaceae,FAMILY,3,\N,2015-12-18 18:19:54,2018-04-02 22:56:15
034bc3dc-cd7f-4d55-9c1d-01e7ef176cf2,Liceaceae,FAMILY,74,\N,2015-12-18 18:20:05,2018-04-02 22:56:23
3dfe904f-c3a7-4103-9873-7ff4dceebe64,Listerellaceae,FAMILY,1,\N,2015-12-18 18:20:18,\N
c16a2866-cb75-451b-bc29-06ef4700e9ec,Tubiferaceae,FAMILY,32,\N,2015-12-18 18:20:30,\N
3ad6d59c-01d3-46b2-a93c-f18928edb9fa,Physarales,ORDER,415,\N,2015-12-18 18:20:47,2018-04-02 22:55:14
44b26a2d-f096-4fcc-afc0-65c7f840d8bd,Didymiaceae,FAMILY,200,\N,2015-12-18 18:21:10,2018-04-02 22:56:45
3459b8d7-750d-4fb5-a488-f28c1554c48c,Elaeomyxaceae,FAMILY,4,\N,2015-12-18 18:21:23,\N
4c6d100e-aa4c-4b4f-ad64-d80f970d5f0f,Physaraceae,FAMILY,211,\N,2015-12-18 18:21:34,2018-04-02 22:56:56
b51db590-0f3d-4003-a3df-37d06d68e670,Stemonitales,ORDER,217,\N,2015-12-18 18:21:51,2018-04-02 22:55:24
6dd1f33c-67f1-4fb4-9a28-2da87a23fbfb,Stemonitidaceae,FAMILY,217,\N,2015-12-18 18:22:04,2018-04-02 22:57:07
a6862703-95b5-45fc-98e4-479c0d2f742a,Trichiales,ORDER,190,\N,2015-12-18 18:22:19,2018-04-02 22:57:19
cc9bb914-c0c7-451e-8402-c3fee69c2882,Arcyriaceae,FAMILY,84,\N,2015-12-18 18:22:38,\N
eea1aae9-d89b-40ca-b3d0-52c3e35d8ce4,Dianemataceae,FAMILY,15,\N,2015-12-18 18:22:50,\N
ac681658-bb2c-4e73-a951-64db1bf2d148,Minakatellaceae,FAMILY,1,\N,2015-12-18 18:23:01,\N
48f7984d-ba02-49d2-a7e0-f2d4b8afa242,Trichiaceae,FAMILY,81,\N,2015-12-18 18:23:12,\N
a6ed1c4f-3741-41fa-ac6f-35866043890c,Ceratiomyxales,ORDER,4,\N,2015-12-18 18:24:08,\N
26c4415c-dbf7-4774-9906-2baaf9b45c3b,Protosteliales,ORDER,32,\N,2015-12-18 18:24:16,2018-04-02 22:57:40
2556df7f-9e9c-4a2e-a3a9-a4991faabc99,Cavosteliaceae,FAMILY,7,\N,2015-12-18 18:24:33,\N
4979d630-2177-4962-b2ad-aa04d3643f69,Echinosteliopsidaceae,FAMILY,1,\N,2015-12-18 18:24:43,\N
9c4e1abc-f158-46a8-85dd-823a70fb1cd2,Protosteliaceae,FAMILY,24,\N,2015-12-18 18:24:54,\N
1e1077cd-3e1e-4869-9305-0f5c9121ff4c,Anthribidae,FAMILY,3900,\N,2016-02-15 16:56:33,\N
73db0f06-6cce-4f28-af94-fc01595f8ec6,Attelabidae,FAMILY,2500,\N,2016-02-15 16:57:03,\N
f1fa53dc-3d64-4d95-bd33-fe4452ff0ff1,Belidae,FAMILY,400,\N,2016-02-15 16:57:16,\N
1b1a04db-ed1c-400e-9738-63b0778be742,Brachyceridae,FAMILY,1200,\N,2016-02-15 16:57:42,\N
3ba4b9fa-9d14-4697-b051-d870ed991c78,Brentidae,FAMILY,4100,\N,2016-02-15 16:58:05,\N
99218ce0-d0de-44a6-ae45-b774036862c6,Curculionidae,FAMILY,50000,\N,2016-02-15 16:58:36,\N
5adc7169-cc9f-4d09-bb4c-86c0d63e3436,Dryophthoridae,FAMILY,1200,\N,2016-02-15 16:58:55,\N
54dd6234-76a2-4b7a-9821-8f8d48a1724f,Nemonychidae,FAMILY,70,\N,2016-02-15 16:59:12,\N
c8318d67-6ae3-40b3-baea-d01828e977d3,Curculionoidea,SUPERFAMILY,63400,\N,2016-02-15 17:01:34,\N
fc995438-b561-4616-a896-f479fca6e3d4,Plantae,KINGDOM,382000,\N,2016-02-25 23:25:10,\N
eb0e4051-10b7-415d-bede-06dd6b709cc0,Anthocerotophyta,PHYLUM,220,\N,2016-02-25 23:53:25,\N
25499a30-7fec-421b-b265-ac51be0e8e64,Marchantiophyta,PHYLUM,7266,\N,2016-02-25 23:54:23,\N
721b36ed-45e7-44c4-ae62-232d1b5c5fe8,Bigyra,PHYLUM,67,\N,2016-03-02 21:03:31,\N
a6e303b1-856b-48d0-abfa-f9bd69684758,Oomycota,PHYLUM,1700,\N,2016-03-02 21:03:55,\N
7534bec7-b948-4f8c-aa02-b58d0de1f449,Fungi,KINGDOM,140000,\N,2016-03-02 21:04:14,\N
ab149c32-e9f8-4777-884a-045351cd839d,Ascomycota,PHYLUM,87000,\N,2016-03-02 21:04:33,\N
533fb797-2ce2-4a47-bc5f-024073497e6d,Basidiomycota,PHYLUM,50000,\N,2016-03-02 21:04:45,\N
e0923bc3-8c12-4a1b-85cd-56594837f0ab,Chytridiomycota,PHYLUM,1250,\N,2016-03-02 21:04:59,\N
5fc5c79a-d12f-4741-80cf-b14f39ee2326,Glomeromycota,PHYLUM,275,\N,2016-03-02 21:05:14,\N
d7f49374-daa6-4d82-92e0-0d2d1da73304,Zygomycota,PHYLUM,1350,\N,2016-03-02 21:05:32,\N
b41d81e4-e1ab-4281-bacb-9cbe1d5c2f07,Microsporidia,PHYLUM,1290,\N,2016-03-02 21:06:09,\N
f94b8291-7481-4bec-a126-6c7249d44acd,Archaea,KINGDOM,502,\N,2016-03-03 21:57:49,\N
25f73cb3-7faa-425f-b422-a5cc065e8f02,Bacteria,KINGDOM,10358,\N,2016-03-03 21:58:15,\N
63e291b2-9018-4cdb-a599-ed6404d06ab4,Chromista,KINGDOM,13033,\N,2016-03-03 21:58:37,\N
7b3a7eb4-e311-4521-813b-c288e408e005,Protozoa,KINGDOM,8118,\N,2016-03-03 22:00:27,\N
63e291b2-9018-4cdb-a599-ed6404d06ab4,Chromista,KINGDOM,25000,\N,2016-03-03 22:15:59,\N
7b3a7eb4-e311-4521-813b-c288e408e005,Protozoa,KINGDOM,29000,\N,2016-03-03 22:16:27,\N
7b3a7eb4-e311-4521-813b-c288e408e005,Protozoa,KINGDOM,8118,\N,2016-03-03 22:18:24,\N
b7e473f8-70f4-43a0-80c1-faf164e56471,Nepticuloidea,SUPERFAMILY,1054,\N,2016-10-29 14:09:38,\N
ced9313d-2857-420c-9f8b-9197b7cae862,Nepticulidae,FAMILY,862,\N,2016-10-29 14:10:19,\N
d5a97d51-ae4e-45fe-9fa9-8f9a304f122d,Opostegidae,FAMILY,192,\N,2016-10-29 14:10:43,\N
ccebf5ed-3c8d-48b8-8a56-b5e7a8e9bce9,Araneae,ORDER,44863,\N,2017-03-09 22:37:05,\N
3d8e311b-2045-44ca-aae4-a347b2cd89e4,Holothyrida,ORDER,27,\N,2017-03-09 22:39:53,\N
2652989f-93cd-406f-94d7-609733553007,Ixodida,ORDER,897,\N,2017-03-09 22:40:22,\N
69035050-f853-410a-87d9-ba4f524afe1f,Mesostigmata,ORDER,11424,\N,2017-03-09 22:40:57,\N
abf2a523-80e5-4323-9f98-bba63c033292,Opilioacarida,ORDER,37,\N,2017-03-09 22:41:18,\N
47e3f828-1b11-4139-99de-419039081d3d,Opiliones,ORDER,6571,\N,2017-03-09 22:41:53,\N
581d47aa-a149-4c3a-b7d0-bc0ca2f48b40,Palpigradi,ORDER,88,\N,2017-03-09 22:42:12,\N
e33a5cec-7d2d-4e62-8375-e526568bc80c,Pseudoscorpiones,ORDER,3533,\N,2017-03-09 22:43:22,2018-04-10 20:29:59
abbf5e66-a70a-4db4-a580-03eb43348b49,Ricinulei,ORDER,77,\N,2017-03-09 22:43:42,\N
a525f82a-7d8d-4138-88cd-ebef80fd2375,Sarcoptiformes,ORDER,16412,\N,2017-03-09 22:44:27,\N
7c4ab1dd-bee0-4ddb-b176-0bc35fc17453,Schizomida,ORDER,273,\N,2017-03-09 22:44:52,\N
5cc0c202-5823-4a15-8d4a-a88f3b2045f4,Solifugae,ORDER,1116,\N,2017-03-09 22:45:54,\N
956540c5-8687-40e7-9116-659c4efcd503,Trombidiformes,ORDER,25821,\N,2017-03-09 22:46:28,\N
ce59e731-0231-4d20-9c17-1449132f2ac5,Archaeognatha,ORDER,514,\N,2017-03-09 23:02:26,\N
11a80a34-65ae-48af-846b-fe7dda06fce8,Blattodea,ORDER,8643,\N,2017-03-09 23:03:25,\N
57b4cba3-9a7d-493b-b44c-866591658f54,Coleoptera,ORDER,392415,\N,2017-03-09 23:03:44,\N
88dd5d90-b090-4851-868b-ac175d1b524f,Dermaptera,ORDER,1982,\N,2017-03-09 23:04:29,\N
1ead4a55-ff57-442d-9395-cec2eac468fe,Diptera,ORDER,160591,\N,2017-03-09 23:04:50,\N
468df846-5958-402a-943e-6e503a60c289,Embioptera,ORDER,464,\N,2017-03-09 23:05:12,\N
004e9194-577d-4d68-8c10-4fcf6453b577,Ephemeroptera,ORDER,3281,\N,2017-03-09 23:05:35,\N
2f43593b-307a-46fe-b503-8f3bc951b9af,Grylloblattodea,ORDER,32,\N,2017-03-09 23:05:58,2018-04-09 18:04:38
9d98b9e8-10a5-4bc7-80cb-5ca3b1e883de,Hemiptera,ORDER,104165,\N,2017-03-09 23:06:18,\N
1a958f8f-3c87-42dd-8cc1-91ef34ec55de,Hymenoptera,ORDER,152677,\N,2017-03-09 23:06:37,2018-04-09 19:56:18
c875b881-43a0-4d1f-8030-12d8d187c3c1,Mantodea,ORDER,2447,\N,2017-03-09 23:07:56,\N
179e64b5-2b35-448b-8a74-ce7b321d593c,Mantophasmatodea,ORDER,23,\N,2017-03-09 23:08:09,\N
7d58653f-912c-4d93-abe0-cf7ee259c92c,Mecoptera,ORDER,769,\N,2017-03-09 23:08:27,\N
9b98bfb4-2fdf-4aba-b9a6-419f5de4c4fe,Odonata,ORDER,6650,\N,2017-03-09 23:09:49,\N
086a50ae-d531-4d83-a739-ef8099d09c33,Orthoptera,ORDER,24481,\N,2017-03-09 23:10:13,\N
09395f84-424b-4d8d-9e45-ccc9aad5f0d0,Phasmida,ORDER,3270,\N,2017-03-09 23:10:28,2018-03-23 17:02:06
9b1b90e6-e14a-425a-a612-3509b58e5396,Plecoptera,ORDER,3930,\N,2017-03-09 23:11:06,2018-03-28 17:13:40
6a70992c-3ca0-440f-9995-e62ccd56b6d7,Siphonaptera,ORDER,2086,\N,2017-03-09 23:12:17,\N
d3508cfd-30b7-4878-871d-652af37331b4,Thysanoptera,ORDER,6157,\N,2017-03-09 23:12:58,2017-06-23 22:37:34
24661d4e-723f-4a3a-924c-1e7dae74dbc9,Limulidae,FAMILY,4,\N,2017-06-27 19:06:40,\N
05bcfe23-5d73-40b1-9bd1-26df66c394d5,Trichoptera,ORDER,15233,\N,2017-03-09 23:13:23,\N
4ccb1757-3573-485b-bb2a-d581feda791d,Zoraptera,ORDER,45,\N,2017-03-09 23:13:45,\N
4cc1d10f-0e79-4128-a015-278881d3b969,Zygentoma,ORDER,574,\N,2017-03-09 23:14:02,\N
6463967e-2519-4f77-8391-7fb6eb6f23ad,Lepidoptera,ORDER,158570,\N,2017-03-09 23:20:15,\N
11a80a34-65ae-48af-846b-fe7dda06fce8,Blattodea,ORDER,5710,\N,2017-03-09 23:23:32,\N
909531ea-ae6f-4530-acaa-a19a6889140f,Gyrinidae,FAMILY,880,\N,2018-02-21 20:25:25,2018-03-29 19:06:19
5d84b02f-3476-41b0-9e6e-83245439c1c2,Carabidae,FAMILY,40000,\N,2018-02-21 20:26:08,2018-02-21 20:26:56
24465881-41ff-45bc-8541-a7787a849cf1,Trachypachidae,FAMILY,6,\N,2018-02-21 20:26:49,2018-03-29 19:11:17
f2cb82cd-f1f4-440c-9ede-50b50b1bb4a2,Dytiscidae,FAMILY,4000,\N,2018-02-21 20:29:48,2018-03-29 19:05:23
bdc06627-2516-405d-bd3d-4cf8603345b0,Dytiscoidea,SUPERFAMILY,4100,\N,2018-02-21 20:30:00,\N
a45b8948-aa1b-435d-bf62-6f39d14bc47f,Hydrophilidae,FAMILY,3400,\N,2018-02-21 20:30:54,\N
bfa8c42a-0b27-4f90-9bcc-c64724389332,Hydraenidae,FAMILY,1600,\N,2018-02-21 20:38:04,\N
d30dc960-69da-448f-9a98-122494b1366f,Staphylinidae,FAMILY,56000,\N,2018-02-21 20:35:36,\N
c93f7655-69b4-4244-b71d-63ac7f8de511,Histeridae,FAMILY,4300,\N,2018-02-21 20:33:43,\N
216e25eb-b380-4b46-a2ac-d6dde78906ab,Sphaeritidae,FAMILY,5,\N,2018-02-21 20:34:14,\N
7f031515-0e48-4da6-b71d-ce268dfb056c,Ptiliidae,FAMILY,650,\N,2018-02-21 20:39:45,\N
8201cfcc-8737-45bb-8aca-2e6595e261b3,Agyrtidae,FAMILY,70,\N,2018-02-21 20:40:10,\N
64105ea8-30e0-41f0-ae9c-c60668b245b3,Leiodidae,FAMILY,3700,\N,2018-02-21 20:40:29,\N
d5f2bb7d-0607-430c-a0fa-3c97c92d023a,Silphidae,FAMILY,200,\N,2018-02-21 20:40:49,\N
55161112-09b6-467b-8572-cc0901e48f6a,Staphylinoidea,SUPERFAMILY,62220,\N,2018-02-21 20:41:58,\N
389b7a3f-f371-4e9a-9b86-5bd00da45d29,Pleocomidae,FAMILY,50,\N,2018-02-21 21:10:12,\N
58ce6464-5c0d-4ba4-b234-861705198f40,Geotrupidae,FAMILY,920,\N,2018-02-21 21:10:37,\N
7c2499af-f22c-4eec-9072-c32591397c80,Belohinidae,FAMILY,1,\N,2018-02-21 21:11:03,\N
989c70ca-c44c-4b7f-8f18-5fd56436b827,Passalidae,FAMILY,800,\N,2018-02-21 21:11:23,\N
c76fd632-9205-4f44-9367-743a721a0a96,Trogidae,FAMILY,300,\N,2018-02-21 21:11:41,\N
b993690d-0a49-4b50-9ae7-81f9bb98d6f8,Glaresidae,FAMILY,57,\N,2018-02-21 21:12:13,2018-03-29 19:25:23
6024aba0-3e42-4917-9f48-af559a04dd92,Diphyllostomatidae,FAMILY,3,\N,2018-02-21 21:12:38,\N
86642119-6f1a-42e7-8578-107376850ea6,Lucanidae,FAMILY,1500,\N,2018-02-21 21:12:56,\N
d542ba7e-f3e7-4ff6-bfa7-702ea0f50424,Ochodaeidae,FAMILY,110,\N,2018-02-21 21:13:25,\N
eb3ae709-129b-457a-93e7-af92d08f5f91,Hybosoridae,FAMILY,573,\N,2018-02-21 21:13:42,2018-03-29 19:25:59
58598353-9f46-4ab5-a280-d74ea755d45a,Glaphyridae,FAMILY,210,\N,2018-02-21 21:14:05,\N
d19649dc-e047-4aa4-8e73-1e2c58ac7f1e,Scarabaeidae,FAMILY,27000,\N,2018-02-21 21:14:32,2018-03-29 19:29:23
452e0f92-1aa5-493b-a360-3962951f01e7,Scarabaeoidea,SUPERFAMILY,31600,\N,2018-02-21 21:24:49,\N
30924e50-93ae-4c6f-823b-c6b10109bdc6,Buprestoidea,SUPERFAMILY,14894,\N,2018-02-21 21:28:10,\N
a248bb06-e40f-4521-a92e-77f39e1ef8b8,Buprestidae,FAMILY,14886,\N,2018-02-21 21:28:41,\N
4d2f973c-7ff8-494e-bc90-b49fec72fd88,Schizopodidae,FAMILY,8,\N,2018-02-21 21:28:49,\N
602a752a-bec1-4abd-8f25-6b55d3414c2e,Byrrhidae,FAMILY,430,\N,2018-02-21 21:29:54,\N
fdd02d40-70d5-43ad-a844-0b4325e7a6f3,Elmidae,FAMILY,1500,\N,2018-02-21 21:30:15,\N
3428dbda-a7bc-453a-a9d2-e08aa65c7c47,Dryopidae,FAMILY,300,\N,2018-02-21 21:30:35,\N
4211ea68-73c4-4f2d-82fe-6503970c3309,Lutrochidae,FAMILY,11,\N,2018-02-21 21:30:59,\N
392043c0-1936-4590-b724-31d21ed4755a,Limnichidae,FAMILY,390,\N,2018-02-21 21:31:18,\N
4ca4bec3-f1a4-424f-999d-5c8bce2190e3,Heteroceridae,FAMILY,300,\N,2018-02-21 21:31:34,\N
35e82adf-c45e-447d-ac54-c0d00bce95fb,Psephenidae,FAMILY,290,\N,2018-02-21 21:31:51,\N
da3dc9b6-3b47-4ac5-8e04-5c7e3a2cc85b,Chelonariidae,FAMILY,250,\N,2018-02-21 21:32:44,\N
1296278c-c4ba-4ddb-85a7-435f56dd3006,Eulichadidae,FAMILY,30,\N,2018-02-21 21:32:59,\N
65d487ce-6083-4479-9a59-6f7922a6524a,Callirhipidae,FAMILY,150,\N,2018-02-21 21:33:26,\N
2fecc3fd-7451-4b20-9b69-725cc6dcfda9,Ptilodactylidae,FAMILY,500,\N,2018-02-21 21:36:46,\N
e1944051-6380-492b-aadb-3cd4a1b7889d,Byrrhoidea,SUPERFAMILY,4160,\N,2018-02-21 21:38:15,\N
80511f44-0f7a-4580-9111-d20ab3d38602,Artematopodidae,FAMILY,45,\N,2018-02-21 22:00:18,\N
e56967d5-a138-47ec-98ef-33fcd92a2642,Brachypsectridae,FAMILY,5,\N,2018-02-21 22:00:40,\N
1ba12e22-7ec4-46e3-8d69-a120d6ea371f,Cerophytidae,FAMILY,21,\N,2018-02-21 22:01:15,\N
8357b50d-fdb0-4d9c-9c0d-c276730a5066,Eucnemidae,FAMILY,1500,\N,2018-02-21 22:01:38,\N
432c97fc-27aa-4107-97b3-8afcfde58fb6,Throscidae,FAMILY,150,\N,2018-02-21 22:01:57,\N
703b169c-079f-4747-a698-6a55c6f63afd,Elateridae,FAMILY,10000,\N,2018-02-21 22:02:17,\N
