8620,7cc7895e-8e1a-43e6-ae4d-2ab6b5699aa4,https://www.biodiversitylibrary.org/page/4316329,Marthamyces,\N,phacidioides,\N,\N,\N,"(Fr.) Minter, 2003",7cc7895e-8e1a-43e6-ae4d-2ab6b5699aa4,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2003,In: Mycotaxon 87:51.,D.W. Minter,\N,\N,\N,51,87,2003
8621,9474779f-69a0-4209-88e1-7af38a5126e5,https://www.biodiversitylibrary.org/page/13256460,Marthamyces,\N,panizzei,\N,\N,\N,"(De Not.) Minter, 2003",9474779f-69a0-4209-88e1-7af38a5126e5,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2003,In: Mycotaxon 87:51.,D.W. Minter,\N,\N,\N,51,87,2003
8625,074e8091-f4de-45ba-a508-0dd1ae02b869,https://www.biodiversitylibrary.org/page/10114191,Marthamyces,\N,gilvus,\N,\N,\N,"(Rodway) P. R. Johnst., 2006",074e8091-f4de-45ba-a508-0dd1ae02b869,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2006,In: Aust. Syst. Bot. 19(2):140.,P.R. Johnston,\N,Syst. Bot.,\N,140,19(2),2006
8631,ab6ae5d2-0641-4f3c-ba65-8a7f650b6a1b,https://www.biodiversitylibrary.org/page/34206742,Vladracula,\N,annuliformis,\N,\N,\N,"(Syd., P. Syd. & E. J. Butler) P. F. Cannon, Minter & Kamal, 1986",ab6ae5d2-0641-4f3c-ba65-8a7f650b6a1b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1986,In: Mycol. Pap. 155:117.,"Cannon, Minter",\N,Mycol. Pap.,\N,117,155,1986
8633,a6b09d27-f66d-4f1a-af61-6028028a5ae8,https://www.biodiversitylibrary.org/page/51503588,Discocainia,\N,laciniata,\N,\N,\N,"(Alb. & Schwein.) Tork. & Eckblad, 1977",a6b09d27-f66d-4f1a-af61-6028028a5ae8,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1977,In: Norw. Jl Bot. 24(2):137.,Tork. & Eckblad,\N,Norw. Jl Bot.,\N,137,24(2),1977
8634,c0fcde69-2a9b-40be-9de3-a6c6605c600f,https://www.biodiversitylibrary.org/page/18116,Discocainia,\N,arctica,\N,\N,\N,"(Ehrenb.) L. Holm, 1975",c0fcde69-2a9b-40be-9de3-a6c6605c600f,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1975,In: Svensk bot. Tidskr. 69:144.,L. Holm,\N,Svensk bot. Tidskr.,\N,144,69,1975
8635,bdd0f2ff-14a4-4cf8-8eff-a9cf8583a734,https://www.biodiversitylibrary.org/page/2119569,Discocainia,\N,treleasei,\N,\N,\N,"(Sacc.) J. Reid & A. Funk, 1966",bdd0f2ff-14a4-4cf8-8eff-a9cf8583a734,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1966,In: Mycologia 58(3):432.,"J. Reid, A. Funk",\N,Mycologia,\N,432,58(3),1966
8637,23629121-e57b-40e9-8032-9a35e05834fc,https://www.biodiversitylibrary.org/page/4300305,Crandallia,\N,antarctica,\N,\N,\N,"(Speg.) Rossman & W. C. Allen, 2016",23629121-e57b-40e9-8032-9a35e05834fc,\N,2017-10-27,1,25,5,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2016,In: IMA Fungus 7(1):2.,"Rossman, Allen, Castlebury",\N,IMA Fungus,\N,2,7(1),2016
8638,2473c313-5f79-460b-a1e7-859485196306,https://www.biodiversitylibrary.org/page/4301472,Crandallia,\N,acuminata,\N,\N,\N,"(Ellis & Everh.) Rossman & W. C. Allen, 2016",2473c313-5f79-460b-a1e7-859485196306,\N,2017-10-27,1,25,5,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2016,In: IMA Fungus 7(1):2.,"Rossman, Allen, Castlebury",\N,IMA Fungus,\N,2,7(1),2016
8641,8febaba9-11fa-4d2d-8d07-d29490014c6b,https://www.biodiversitylibrary.org/page/51528097,Lirula,\N,japonica,\N,\N,\N,"S. Kaneko, 2003",8febaba9-11fa-4d2d-8d07-d29490014c6b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2003,In: Mycoscience 44(4):335.,S. Kaneko,\N,\N,\N,335,44(4),2003
