record_id,name_code,web_site,genus,subgenus,species,infraspecies_parent_name_code,infraspecies,infraspecies_marker,author,accepted_name_code,comment,scrutiny_date,sp2000_status_id,database_id,specialist_id,family_id,specialist_code,family_code,is_accepted_name,gsdtaxonguid,gsdnameguid,is_extinct,has_preholocene,has_modern,reference_year
4277,0b2fe9e7-3853-4932-8011-4b819c72d3fc,http://chilobase.bio.unipd.it/sp2000.php?sp3881,Parunguis,\N,paucipes,\N,\N,\N,"Chamberlin R., 1943",0b2fe9e7-3853-4932-8011-4b819c72d3fc,\N,2006-02-27,1,42,14,2893,\N,efdd6849-905a-47e4-bf3c-0c8fab0899ef,1,\N,\N,0,0,0,1943
6930,bbd58967-27c9-453b-bd7a-d5e3595104c3,\N,Hessebius,\N,matsakisi,\N,\N,\N,"Matic & Stauropulos, 1990",6855db90-abd6-4da8-bfe5-f364cfcf3948,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1990
9288,dd97ab52-e898-4da6-b50d-d7f338309daa,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Ascodichaena%20mexicana,Ascodichaena,\N,mexicana,\N,\N,\N,"Butin & Marm., 1990",dd97ab52-e898-4da6-b50d-d7f338309daa,\N,2017-10-27,1,25,12,8496,\N,ceada366-06f0-4533-ae80-5c28c199de7c,1,\N,\N,0,0,0,1990
7578,f355a7c0-e74a-441e-b99e-24bdf15b32e1,http://chilobase.bio.unipd.it/sp2000.php?sp361,Lamyctes,Lamyctes,medius,\N,\N,\N,"Chamberlin, 1951",f355a7c0-e74a-441e-b99e-24bdf15b32e1,\N,2006-02-27,1,42,1,2913,\N,86549e5f-dbc5-460d-9edc-37ea25412837,1,\N,\N,0,0,0,1951
3608,47632aad-ef12-45b2-9297-12f5be4d4197,http://chilobase.bio.unipd.it/sp2000.php?sp3922,Geophilus,\N,piedus,\N,\N,\N,"Chamberlin R., 1930",47632aad-ef12-45b2-9297-12f5be4d4197,\N,2006-04-19,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1930
4628,7fda4c98-eba6-4569-9fe3-63714a4d6330,http://chilobase.bio.unipd.it/sp2000.php?sp788,Allothereua,\N,kirgisorum,\N,\N,\N,"Lignau, 1929",7fda4c98-eba6-4569-9fe3-63714a4d6330,Originally assigned with doubt to the genus Allothereua,2006-02-27,1,42,8,2906,\N,649803d6-bba5-4f5a-abac-e4a106f62163,1,\N,\N,0,0,0,1929
9024,ff2cd18b-6d7b-4622-ad82-52a961fe5d78,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20reyesianum,Lophodermium,\N,reyesianum,\N,\N,\N,"Rehm, 1914",ff2cd18b-6d7b-4622-ad82-52a961fe5d78,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1914
4057,a9f03e02-f41e-4733-aec3-c0ab2d70de49,http://chilobase.bio.unipd.it/sp2000.php?sp2795,Arrup,\N,edentulus,\N,\N,\N,Attems (1904),a9f03e02-f41e-4733-aec3-c0ab2d70de49,Records from outside Central Asia need critical evaluation.,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1904
8483,e716445b-6a72-43e2-b923-d938860e63fe,\N,Otostigmus,\N,philippinus,\N,\N,\N,"Chamberlin, 1921",a8b79b32-910a-4acc-9e7c-3cdbd552ee13,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1921
10071,ea04f424-91cf-4420-85ae-2e912eb4d7f9,\N,Epidermella,\N,communis,\N,\N,\N,"(Fr.) Tehon, 1935",b4ea1e52-8bf1-4839-8798-f9a796f2d406,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1935
7752,166bcca0-5288-4877-a36a-a3dbf772d09a,\N,Heterostoma,\N,brownii,\N,\N,\N,"Butler, 1877",2ae7c10b-0293-40e1-99a0-50fca236f56d,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1877
5123,a93b6513-f909-4e00-bba0-da2f3c668089,http://chilobase.bio.unipd.it/sp2000.php?sp1881,Vulcanbius,\N,godmani,\N,\N,\N,Pocock (1895),a93b6513-f909-4e00-bba0-da2f3c668089,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1895
1523,df64ff3c-fdc2-454b-bb33-b8d2f0dab598,\N,Geranium,\N,robertianum,\N,inodorum,var.,DC.,567b2915-2144-4ed4-9892-003ab81e5a5f,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1824
5920,a194b294-d64c-47f7-b35f-76e8c846d3df,\N,Thracophilus,\N,beroni,\N,\N,\N,"Matic & Darabantu, 1974",fa41ca40-79d7-4d38-91d8-02120b598c1f,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1974
2821,98a2af39-153a-47ef-a2a2-7250532587f1,\N,Geranium,\N,maculatum,\N,viride,var.,Raf.,eb3fefb0-665d-4eec-b210-842c7e109dbb,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1828
6015,860090b3-33dc-4745-8058-ba09ef9a05d4,\N,Scutigera,\N,arborum,\N,\N,\N,Verhoeff (1944),7bf8b643-7bb2-4218-b09c-d4de49f42448,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1944
1030,9e36d5d8-b7db-4b8e-9a2e-968f9d500a4d,http://www.rjb.csic.es/Geranium/index_geranium.php,Geranium,\N,hintonii,\N,\N,\N,H.E. Moore,9e36d5d8-b7db-4b8e-9a2e-968f9d500a4d,\N,2017-09,1,48,9,1005,\N,5ee133d2-a192-47e5-af65-a753667b9f68,1,\N,\N,0,0,0,1943
2468,f3301082-7c0d-483e-9d64-97f6bd174115,\N,Geranium,\N,ibericum,\N,parviflorum,var.,Boiss.,d80b7ffd-1eed-4015-9097-417a24a1ff61,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1867
3622,620d066b-f081-4910-8083-37c736d40fbc,http://chilobase.bio.unipd.it/sp2000.php?sp3016,Geophilus,\N,anonyx,\N,\N,\N,Chamberlin (1941),620d066b-f081-4910-8083-37c736d40fbc,\N,2006-04-19,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1941
9637,2f8f7dd5-4d54-4a6d-be1a-acbd694b206d,\N,Melanosorus,\N,acerinus,\N,\N,\N,"(Pers.) De Not., 1847",41a084f2-80f3-4eea-8bd7-2bf701059516,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1847
1495,829ce8a1-4423-49e0-bccb-a9195b1c5953,\N,Geranium,\N,onoei,\N,albiflorum,f.,(N. Yonez.) Yonek.,132b7fe1-fdfb-4d8c-bce5-fc6301c0bb55,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,2005
5429,e3e2a846-182f-4ef4-8e60-48bcd72211b4,http://chilobase.bio.unipd.it/sp2000.php?sp2388,Harpolithobius,\N,polonezenus,\N,\N,\N,Chamberlin (1952),e3e2a846-182f-4ef4-8e60-48bcd72211b4,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1952
6053,a725b79e-2f2c-4fe4-a75c-0217c6c6e533,\N,Thereuopoda,\N,venator,\N,\N,\N,"Verhoeff, 1925",ce8b17f6-ccc3-470d-94bd-8af71e4e857f,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1925
4286,5ca90fa8-d609-4c3f-bade-655af5e04f27,http://chilobase.bio.unipd.it/sp2000.php?sp3967,Apunguis,\N,prosoicus,\N,\N,\N,"Chamberlin, 1947",5ca90fa8-d609-4c3f-bade-655af5e04f27,\N,2006-02-27,1,42,14,2893,\N,efdd6849-905a-47e4-bf3c-0c8fab0899ef,1,\N,\N,0,0,0,1947
8752,90c0bfd6-0e7f-4926-9943-eb5dbb21e197,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Coccomyces%20alienus,Coccomyces,\N,alienus,\N,\N,\N,"Y. R. Lin, 2015",90c0bfd6-0e7f-4926-9943-eb5dbb21e197,\N,2017-10-27,1,25,5,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2015
4133,5d47f3b5-9e02-4812-acc0-cdefd332b2cd,http://chilobase.bio.unipd.it/sp2000.php?sp3363,Nesonyx,\N,flagellans,\N,\N,\N,"Chamberlin, 1923",5d47f3b5-9e02-4812-acc0-cdefd332b2cd,\N,2006-04-11,1,42,14,2893,\N,efdd6849-905a-47e4-bf3c-0c8fab0899ef,1,\N,\N,0,0,0,1923
6804,5bb0c902-683e-4ad3-88f9-31c848c5e1f6,http://chilobase.bio.unipd.it/sp2000.php?sp457,Cryptops,Cryptops,ribauti,\N,\N,\N,"Demange, 1963",5bb0c902-683e-4ad3-88f9-31c848c5e1f6,\N,2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1963
8372,8f682483-4190-4888-83f1-3f990f36a258,\N,Lithobius,Lithobius,mutabilis,\N,tibiosulcatus,subsp.,,5c3fccfb-4011-4abf-835b-0aad18fb5eed,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1942
9842,d4df3cc7-4686-4cc3-8e79-c3ed9325312b,\N,Lophodermium,\N,maculare,\N,vaccinii-vitis-idaeae,f.,"Speg., 1879",4f31ec29-8425-418a-8586-d413bff73333,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1879
7590,4077fc92-31c9-4369-a30f-e9f39fd1075c,http://chilobase.bio.unipd.it/sp2000.php?sp733,Lamyctes,Lamyctes,liani,\N,\N,\N,"Larwood, 1946",4077fc92-31c9-4369-a30f-e9f39fd1075c,\N,2006-02-27,1,42,1,2913,\N,86549e5f-dbc5-460d-9edc-37ea25412837,1,\N,\N,0,0,0,1946
4317,ffab5461-d7dd-4b2f-8947-13d9fde76c93,http://chilobase.bio.unipd.it/sp2000.php?sp3525,Gosothrix,\N,insulanus,\N,\N,\N,"Chamberlin, 1923",ffab5461-d7dd-4b2f-8947-13d9fde76c93,\N,2006-02-27,1,42,11,2897,\N,d8c3c5bf-535e-474b-936e-c751a5d353be,1,\N,\N,0,0,0,1923
6107,0ed2d6c0-70a9-4b78-8831-777bccd1cc52,\N,Sphendononema,\N,harveyi,\N,\N,\N,Chamberlin (1942),a87e39d3-cd9f-4727-a9d8-ea00953319ff,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1942
8027,d1802aea-ff31-4992-9a17-957ff3e5e491,\N,Lithobius,Monotarsobius,podokes,\N,\N,\N,"Attems, 1903",e7d09a1b-36a2-4674-af7e-83168cbcae40,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1903
7052,ee405e4b-0d3e-46b7-92c2-4ca8ddb29ff4,http://chilobase.bio.unipd.it/sp2000.php?sp1861,Lithobius,Ezembius,gantoensis,\N,\N,\N,"Takakuwa, 1949",ee405e4b-0d3e-46b7-92c2-4ca8ddb29ff4,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1949
10043,96a9758c-5ba2-406a-a032-e156fcb35a0f,\N,Hypoderma,\N,vincetoxici,\N,\N,\N,"(Duby) Sacc., 1883",818d8205-9ba6-4898-ac00-2351705aec87,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1883
2139,aafc9c89-8696-4fc9-93f8-232451fea261,\N,Geranium,\N,sylvaticum,\N,eglandulosum,subsp.,Strobl,cc0afa7c-1ed2-4789-b064-b7b3292c11ad,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1882
4607,4cff2b25-6764-4d6b-a86d-fca409489207,http://chilobase.bio.unipd.it/sp2000.php?sp887,Scutigera,\N,dubia,\N,\N,\N,Newport (1844),4cff2b25-6764-4d6b-a86d-fca409489207,Uncertain taxonomic status,2006-03-08,1,42,8,2906,\N,649803d6-bba5-4f5a-abac-e4a106f62163,1,\N,\N,0,0,0,1844
5674,b44ff058-8b7d-4b36-b856-93ed88669a8d,\N,Geophilus,\N,flavidus,\N,escherichii,subsp.,,dcfd9648-db60-4fa3-80d7-022ff70e041c,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1896
8914,fb55f0a6-b1bd-4a17-b0e2-63a31615f0e2,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20sinense,Lophodermium,\N,sinense,\N,\N,\N,"Y. R. Lin, C. L. Hou & Jiang L. Chen, 2011",fb55f0a6-b1bd-4a17-b0e2-63a31615f0e2,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2011
8139,74eb2ab3-4cce-4d2f-bf4e-c39ecdd4708e,\N,Lithobius,Lithobius,silvivagus,\N,bidentatus,subsp.,,14cd1370-fc32-4633-9c1e-98ae4425a203,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1955
7333,680c3876-9382-4562-820e-829c8cb9c864,http://chilobase.bio.unipd.it/sp2000.php?sp1988,Lithobius,Lithobius,ispartensis,\N,\N,\N,"Zapparoli, 1999",680c3876-9382-4562-820e-829c8cb9c864,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1999
8892,351fa05e-dc77-481f-b72b-560c8d5c3214,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20yuexiense,Lophodermium,\N,yuexiense,\N,\N,\N,"C. L. Hou, H. S. Cao & Y. R. Lin, 1996",351fa05e-dc77-481f-b72b-560c8d5c3214,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1996
7440,0494d9c7-fc34-44a4-be22-db72a81386ee,http://chilobase.bio.unipd.it/sp2000.php?sp1625,Pokabius,Lophobius,castellopes,\N,\N,\N,Chamberlin (1903),0494d9c7-fc34-44a4-be22-db72a81386ee,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1903
1285,87fc9c34-3c09-435b-af56-8b4a2e65b8b1,http://www.rjb.csic.es/Geranium/index_geranium.php,Geranium,\N,bohemicum,\N,\N,\N,L.,87fc9c34-3c09-435b-af56-8b4a2e65b8b1,\N,2017-09,1,48,9,1005,\N,5ee133d2-a192-47e5-af65-a753667b9f68,1,\N,\N,0,0,0,1756
1884,269435c1-07d9-42d9-8674-6859a4e39ad8,\N,Geranium,\N,intermedium,\N,\N,\N,Bertero ex Colla ap. Walp.,dd02a0f5-f3f5-4095-9729-288537df4f36,\N,\N,2,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1842
2811,ea2d1cd8-993c-4669-828d-cfd97199f9c6,\N,Geranium,\N,cataractarum,\N,pitardii,var.,(Maire) Font Quer,85bf92a7-c6f4-4dbb-ade7-90ac8be89b74,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1931
3609,67bfbc89-4bea-4e49-ab02-9e3cc7974dc3,http://chilobase.bio.unipd.it/sp2000.php?sp3380,Geophilus,\N,foveatus,\N,\N,\N,McNeill (1887),67bfbc89-4bea-4e49-ab02-9e3cc7974dc3,"Uncertain identity. The original assignment to the genus Geophilus Leach, 1814 is probably incorrect.",2006-02-27,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1887
9447,72bb7d9d-ecd0-4d25-83c8-0bcc12a46024,\N,Hypodermella,\N,nervata,\N,\N,\N,"Darker, 1932",9b4b7a5c-1b41-4b86-bc1c-4f4451e13e91,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1932
1627,e8146d5e-bb4b-4edb-8020-ec4e6b4645a6,\N,Geranium,\N,robertianum,\N,graniticarum,f.,(Martrin-Donos) Gams in Hegi,567b2915-2144-4ed4-9892-003ab81e5a5f,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1924
8324,41369e83-b638-4eea-8891-421780357ba9,\N,Lithobius,Lithobius,stellamartinae,\N,\N,\N,"Lohmander, 1955",95f4e3ee-e4dd-4d94-9d13-0bf9662783f2,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1955
4918,dd5b5075-ba7c-4e55-9b29-730dfd67478e,http://chilobase.bio.unipd.it/sp2000.php?sp60,Cormocephalus,\N,pontifex,\N,\N,\N,"Attems, 1928",dd5b5075-ba7c-4e55-9b29-730dfd67478e,\N,2006-02-27,1,42,4,2910,\N,5bb2b5cf-7a38-4dbe-bd22-7d0bcd6ded05,1,\N,\N,0,0,0,1928
6356,34ad90f5-ee3f-4726-92ca-4355605d289b,\N,Scolopendra,\N,parvidens,\N,\N,\N,"Wood, 1861",045b88fc-3603-4a6f-829a-0cf56831c080,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1861
6761,9da99f7e-eeaa-4523-a1e5-7eff1768b914,http://chilobase.bio.unipd.it/sp2000.php?sp260,Cryptops,Cryptops,niuensis,\N,\N,\N,"Chamberlin, 1920",9da99f7e-eeaa-4523-a1e5-7eff1768b914,\N,2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1920
2252,f8e9d092-9611-465a-ba55-f2e0e6aaac1a,\N,Geranium,\N,rotundifolium,\N,album,var.,Weston,f40ef15f-1cce-4441-aa95-fb51ed7cdc84,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1771
8461,b3c5fbf5-92f2-48ce-ba38-9fb672abacfb,\N,Lamyctes,\N,alancayanus,\N,\N,\N,"Chamberlin, 1955",7f917b14-20cd-4d3c-9a05-ec38e7786d52,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1955
7425,01e5e166-1c77-4807-bcc8-cc228421d67c,http://chilobase.bio.unipd.it/sp2000.php?sp2600,Oabius,Oabius,tabiphilus,\N,\N,\N,"Chamberlin, 1916",01e5e166-1c77-4807-bcc8-cc228421d67c,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1916
2798,5f568b53-158c-49f0-8c1a-f21cb08f056c,\N,Geranium,\N,aschenborianum,\N,\N,\N,Aschenborn ex R. Knuth in Engl.,e7fccf07-dbfe-457a-8d5e-edb26d920777,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1912
8884,6f3932af-3869-4cfc-8ee5-67dcf242f102,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20inflatum,Lophodermium,\N,inflatum,\N,\N,\N,"Nograsek & Matzer, 1994",6f3932af-3869-4cfc-8ee5-67dcf242f102,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1994
8059,02d21338-dbb4-4235-8d3c-3f2b73f2bf47,\N,Lithobius,Lithobius,ardesiacus,\N,\N,\N,"Fedrizzi, 1877",6a415cb0-1308-466e-ac2f-92aae1317e27,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1877
10107,3baf7942-aa29-43e9-9686-808af2144199,\N,Lophodermium,\N,agharkarii,\N,\N,\N,"Tilak, 1959",53df171b-6041-40f0-b082-26142b45a091,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1959
5686,8b3d5966-7777-49ee-bb7c-eee96d7e1c76,\N,Mecistocephalus,\N,lusitanus,\N,\N,\N,"Verhoeff, 1896",d3958a56-e7b4-4a3f-ac9b-f74cccac4547,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1896
8204,f90360ba-984f-416e-8c15-92327ce5e53a,\N,Lithobius,Lithobius,meridionalis,\N,\N,\N,"Fedrizzi, 1877",1779585c-d0de-455b-8256-3fa3a8b6a7cc,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1877
5947,3cf02e0d-49da-4414-8c09-cd2724c3c8bd,\N,Stigmatogaster,\N,gracilis,\N,aeserniana,subsp.,,f7fe38c6-fbe6-4223-92fc-b47abe79d053,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1947
4231,aaf302c9-33c0-4780-8e70-87254d80d8ae,http://chilobase.bio.unipd.it/sp2000.php?sp3960,Schendylops,\N,potosius,\N,\N,\N,Chamberlin (1955),aaf302c9-33c0-4780-8e70-87254d80d8ae,\N,2006-02-27,1,42,14,2893,\N,efdd6849-905a-47e4-bf3c-0c8fab0899ef,1,\N,\N,0,0,0,1955
3558,952d4e81-e9a6-422d-b9f0-23a05e22e047,http://chilobase.bio.unipd.it/sp2000.php?sp3540,Polycricus,\N,jacalanus,\N,\N,\N,"Chamberlin, 1944",952d4e81-e9a6-422d-b9f0-23a05e22e047,\N,2006-02-27,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1944
5461,44c1e107-471e-4f0d-a9fe-0a3959e6b88a,http://chilobase.bio.unipd.it/sp2000.php?sp1426,Paobius,\N,albertanus,\N,\N,\N,"Chamberlin, 1922",44c1e107-471e-4f0d-a9fe-0a3959e6b88a,\N,2006-04-20,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1922
5154,51820391-ba36-4aae-871f-5cece41a351c,http://chilobase.bio.unipd.it/sp2000.php?sp2189,Arebius,\N,montivagus,\N,\N,\N,"Chamberlin, 1943",51820391-ba36-4aae-871f-5cece41a351c,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1943
5900,1802642a-498a-4e98-b4b3-fe39fecfaa1c,\N,Himantarium,\N,laevigatus,\N,\N,\N,Brullé (1832),1dbb3e39-2697-46ad-bc3b-ed5f50b89a21,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1832
1017,e3e0e0f4-053d-4bac-948c-4785c09e9474,http://www.rjb.csic.es/Geranium/index_geranium.php,Geranium,\N,moupinense,\N,\N,\N,Franch.,e3e0e0f4-053d-4bac-948c-4785c09e9474,\N,2017-09,1,48,9,1005,\N,5ee133d2-a192-47e5-af65-a753667b9f68,1,\N,\N,0,0,0,1885
1397,2d9a5187-11ce-473b-9344-6b0f2001fdea,\N,Geranium,\N,kiusianum,\N,\N,\N,Koidz.,03ed3681-50a2-4718-9444-b9992b89b03c,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1925
2206,cf7354a5-cc90-4236-8846-d3f08965536c,\N,Geranium,\N,cinereum,\N,pallidum,var.,Micevski,2229eae9-0a42-47df-ab78-3d589b0b1c06,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1980
2458,8c9aa4af-fe63-475b-b382-fda580da7dfb,\N,Geranium,\N,ibericum,\N,hyrcanum,var.,"Woronow in Kusn., N. Busch & Fomin",d4b55f2b-1134-4875-b30a-2e8d0550c6cb,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1908
7042,67c4c94a-f904-4b7c-9c06-5c07bc9894e9,http://chilobase.bio.unipd.it/sp2000.php?sp2603,Lithobius,Ezembius,tactus,\N,\N,\N,"Silvestri, 1917",67c4c94a-f904-4b7c-9c06-5c07bc9894e9,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1917
7285,63d44948-0da6-4449-8752-49222a7548a1,http://chilobase.bio.unipd.it/sp2000.php?sp1499,Lithobius,Lithobius,aspersus,\N,\N,\N,"Attems, 1899",63d44948-0da6-4449-8752-49222a7548a1,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1899
4967,c567cc7c-fa31-483d-b9da-89b8ff4a6003,http://chilobase.bio.unipd.it/sp2000.php?sp857,Cormocephalus,\N,ungulatus,\N,\N,\N,Meinert (1886),c567cc7c-fa31-483d-b9da-89b8ff4a6003,Possibly present also in Brazil,2006-02-27,1,42,4,2910,\N,5bb2b5cf-7a38-4dbe-bd22-7d0bcd6ded05,1,\N,\N,0,0,0,1886
5830,bdff3373-5da3-48c6-8cf8-177fb9059698,\N,Mecistocephalus,\N,dekanius,\N,\N,\N,"Verhoeff, 1939",dcabed72-5676-440c-b0e8-a2186d520c5b,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1939
9681,c7179618-3661-415d-b4c3-38491dd23de5,\N,Hypodermella,\N,arcuata,\N,\N,\N,"Darker, 1932",9e3f3ae8-6443-4331-aa72-b484458f14ba,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1932
8905,2b67ee87-0a0c-4c26-854e-0418c3bcac36,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20phlogis,Lophodermium,\N,phlogis,\N,\N,\N,"Bonar & W. B. Cooke, 1942",2b67ee87-0a0c-4c26-854e-0418c3bcac36,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1942
9090,13fe12bb-7e5d-450b-ab27-4e86f3b1e0f2,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermina%20ciliata,Lophodermina,\N,ciliata,\N,\N,\N,"(Lib. ex Speg. & Roum.) Tehon, 1935",13fe12bb-7e5d-450b-ab27-4e86f3b1e0f2,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1935
4863,09b6202e-8c88-43f0-a864-d396c9166ddd,http://chilobase.bio.unipd.it/sp2000.php?sp51,Scolopendra,\N,lutea,\N,\N,\N,Attems (1928),09b6202e-8c88-43f0-a864-d396c9166ddd,\N,2006-03-08,1,42,4,2910,\N,5bb2b5cf-7a38-4dbe-bd22-7d0bcd6ded05,1,\N,\N,0,0,0,1928
4518,7dc8b6f4-29ee-4d5b-b894-0608c34258bf,http://chilobase.bio.unipd.it/sp2000.php?sp3859,Zygethmus,\N,pantenus,\N,\N,\N,"Chamberlin, 1957",7dc8b6f4-29ee-4d5b-b894-0608c34258bf,\N,2006-02-27,1,42,14,2902,\N,3a4701fb-40bf-4e01-be4b-68c2d8414935,1,\N,\N,0,0,0,1957
8369,9a6c86d5-205f-47ea-bf0f-4a3d5de5d445,\N,Lithobius,Lithobius,bicolor,\N,\N,\N,"Tömösváry, 1879",8d42ab0b-f71b-4253-9c0d-20d16f8796c6,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1879
2844,555a697a-9263-48f3-bb4a-25f492df4a1c,\N,Geranium,\N,tuberosum,\N,linearilobum,var.,(DC.) Kuntze,9471fc67-d796-4f81-b47f-c3619f0ae94e,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1887
8557,43656355-ea01-441c-9740-a6410d82f697,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Ocotomyces%20parasiticus,Ocotomyces,\N,parasiticus,\N,\N,\N,"H. C. Evans & Minter, 1985",43656355-ea01-441c-9740-a6410d82f697,\N,2017-10-27,1,25,12,20059,\N,inc.sed-1,1,\N,\N,0,0,0,1985
