record_id,name_code,web_site,genus,subgenus,species,infraspecies_parent_name_code,infraspecies,infraspecies_marker,author,accepted_name_code,comment,scrutiny_date,sp2000_status_id,database_id,specialist_id,family_id,specialist_code,family_code,is_accepted_name,gsdtaxonguid,gsdnameguid,is_extinct,has_preholocene,has_modern,reference_year
9599,5f70deee-5cec-4f60-b426-885399f73b23,\N,Leptostroma,\N,quercinum,\N,\N,\N,"Lasch, 1845",50f8b719-112a-49cf-838e-1fdd2ebabf9c,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1845
7745,91d88d57-58fb-4d15-8986-57fca72846d1,\N,Otostigmus,\N,frigidus,\N,\N,\N,"Verhoeff, 1942",c32eff33-5957-43d3-af4f-6c915f8d458b,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1942
8092,9e84a44f-b75c-4e9a-81ff-852878c65f39,\N,Lithobius,Lithobius,vasconicus,\N,\N,\N,"Chalande, 1905",f997c5d8-275e-48fd-8214-1335d6cf2ea8,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1905
7184,22dffed3-e760-4c09-bdbd-14f666a18aff,http://chilobase.bio.unipd.it/sp2000.php?sp2193,Lithobius,Monotarsobius,mroczkowskii,\N,\N,\N,"Matic, 1970",22dffed3-e760-4c09-bdbd-14f666a18aff,"non Bothropolys mroczkowskii Matic, 1974",2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1970
10187,1863df03-fbf2-4412-8570-f82ae30b96ea,\N,Cenangium,\N,pinastri,\N,pinastri,var.,"(Pers.) Fr., 1822",2e107b80-eb2a-433f-bacc-ae7100418bb4,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1822
5347,7e0b3ac3-39e8-48db-867a-28fe5d56f8b3,http://chilobase.bio.unipd.it/sp2000.php?sp2114,Mayobius,\N,mandeli,\N,\N,\N,"Chamberlin, 1944",7e0b3ac3-39e8-48db-867a-28fe5d56f8b3,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1944
2878,8a480590-73fb-4a33-bc99-d5385f5bf9cc,\N,Geranium,\N,anemonifolium,\N,\N,\N,L'Hér. in Aiton,9300bc96-d90d-4bec-89ee-9d680cc2303c,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1789
1371,bb03a6ae-c8ed-4b80-bf3f-6bac45c31d35,\N,Geranium,\N,grandiflorum,\N,\N,\N,Gilib.,751988be-9137-425b-a245-fb8aae35e477,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1782
7845,3fd424cc-653c-44a6-bd00-3bb6b2a96bb0,\N,Eupolybothrus,Allopolybothrus,elongatus,\N,oraniensis,subsp.,,41bf3013-eaef-498b-b2af-5160b3d78190,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1901
1393,9e9282b3-1d0c-41c5-aea1-afbe23b70bbf,\N,Geranium,\N,yesoense,\N,lobulatum,f.,(Nakai) H. Hara,03ed3681-50a2-4718-9444-b9992b89b03c,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1954
1558,605df4a1-9bd6-4d02-9620-912eba589a15,\N,Geranium,\N,robertianum,\N,maritimum,var.,G. Don,567b2915-2144-4ed4-9892-003ab81e5a5f,\N,\N,2,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1831
7148,3f7f18e9-897a-4f8c-86c5-cca73b339494,http://chilobase.bio.unipd.it/sp2000.php?sp1542,Lithobius,Monotarsobius,beshkovi,\N,\N,\N,Matic & Stauropulos (1988),3f7f18e9-897a-4f8c-86c5-cca73b339494,"non Lithobius beschkovi [sic] Matic & Golemansky, 1967",2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1988
10269,cea8ea33-06bc-4047-8eac-5f0ec217181d,\N,Dichaena,\N,faginea,\N,faginea,f.,"(Pers.) Sacc., 1887",e1253b6a-7d44-4420-a5c8-b92a76c67f1d,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1887
4828,213e5b1c-9115-4a7f-86c6-9dedfa5f7793,http://chilobase.bio.unipd.it/sp2000.php?sp326,Scolopendra,\N,mima,\N,\N,\N,"Chamberlin, 1942",213e5b1c-9115-4a7f-86c6-9dedfa5f7793,\N,2006-02-27,1,42,4,2910,\N,5bb2b5cf-7a38-4dbe-bd22-7d0bcd6ded05,1,\N,\N,0,0,0,1942
9028,4f31ec29-8425-418a-8586-d413bff73333,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Lophodermium%20maculare,Lophodermium,\N,maculare,\N,\N,\N,"(Fr.) De Not., 1847",4f31ec29-8425-418a-8586-d413bff73333,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1847
6272,64bb04a9-d232-4ef9-84d7-35d0b1645006,\N,Scolopendra,\N,impressa,\N,\N,\N,"Porat, 1876",43a7156a-d576-40ea-aec1-bf03eaae4f99,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1876
4292,a8d1d2c4-4f09-43e2-8919-a7fc3feb2f02,http://chilobase.bio.unipd.it/sp2000.php?sp4215,Macronicophilus,\N,venezolanus,\N,\N,\N,"Pereira, Foddai & Minelli, 2000",a8d1d2c4-4f09-43e2-8919-a7fc3feb2f02,\N,2006-04-19,1,42,7,2895,\N,c3be5509-fb2d-4ce9-b775-306d9ca6d901,1,\N,\N,0,0,0,2000
7268,bdc13762-9710-4f05-b302-a8f82863e5af,http://chilobase.bio.unipd.it/sp2000.php?sp2721,Lithobius,Lithobius,vivesi,\N,\N,\N,"Serra, 1983",bdc13762-9710-4f05-b302-a8f82863e5af,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1983
5178,578527dc-33e1-47e7-9be5-d82c79a98590,http://chilobase.bio.unipd.it/sp2000.php?sp2487,Lithobius,\N,saussurei,\N,\N,\N,"Stuxberg, 1875",578527dc-33e1-47e7-9be5-d82c79a98590,\N,2006-04-20,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1875
2246,772cb417-807e-48e7-a7a1-e13ec95a3264,\N,Geranium,\N,rotundifolium,\N,minus,var.,Weston,f40ef15f-1cce-4441-aa95-fb51ed7cdc84,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1771
6634,8eda9254-3de6-46fc-9330-636da8ea3dbf,\N,Cupipes,\N,annectans,\N,\N,\N,"Chamberlin, 1941",a36d7142-adb6-49b3-8422-08d7b1e7c0ba,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1941
6793,27c99a62-69ed-48cc-83f9-3c5075757670,http://chilobase.bio.unipd.it/sp2000.php?sp525,Cryptops,Cryptops,kafbuensis,\N,\N,\N,"Goffinet, 1971",27c99a62-69ed-48cc-83f9-3c5075757670,\N,2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1971
3949,80a9817d-6763-442a-b2fe-93eef64863a9,http://chilobase.bio.unipd.it/sp2000.php?sp2804,Mecistocephalus,\N,flavus,\N,\N,\N,"Attems, 1938",80a9817d-6763-442a-b2fe-93eef64863a9,It has been cited also as 'Mecistocephalus mikado var. flavus' in the original description (Attems 1938 - Mém. Mus. natn. Hist. Nat. Paris 6: 330).,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1938
6772,4cbd73ba-a327-48bf-810c-bcd6ca78816d,http://chilobase.bio.unipd.it/sp2000.php?sp31,Cryptops,Cryptops,haasei,\N,\N,\N,"Attems, 1903",4cbd73ba-a327-48bf-810c-bcd6ca78816d,"Substitute name for Cryptops sulcata Haase, 1887, which was proposed as a substitute name for Cryptops australis Kohlrausch, 1881.",2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1903
2563,da30c2cb-3ddc-4e24-97cb-e1902b57da8d,\N,Geranium,\N,campestre,\N,\N,\N,Schangin in Pall.,e907c7cc-368b-4123-a0cc-ff9bbd48d775,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1793
8821,7b3e6cf3-a6b4-4475-952a-0020871e1351,http://www.speciesfungorum.org/Names/SynSpecies.asp?RecordID=Coccomyces%20agathidicola,Coccomyces,\N,agathidicola,\N,\N,\N,"Spooner, 1990",7b3e6cf3-a6b4-4475-952a-0020871e1351,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1990
6097,8a9ab7d1-ff26-46ef-b461-b2abd511048e,\N,Thereuonema,\N,annulata,\N,\N,\N,"Verhoeff, 1905",9457ec34-e0ad-46fa-b4f1-ca54c382efed,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1905
2416,3f54049a-a08b-4875-8899-27ea058eb8d0,\N,Geranium,\N,phaeum,\N,austriacum,f.,Wiesb.,3684f8d7-3577-46f4-a785-47269c757d1d,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1895
9553,d2527db2-4786-438f-9811-b10b08726bea,\N,Coccomyces,\N,comitialis,\N,\N,\N,"(Batsch) Dearn. & House, 1925",c737033a-944e-4db9-8892-83084cf215fd,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1925
3377,5b034b4a-bebc-44fe-8369-554004c5774d,http://chilobase.bio.unipd.it/sp2000.php?sp3015,Geoporophilus,\N,angustus,\N,\N,\N,"Silvestri, 1919",5b034b4a-bebc-44fe-8369-554004c5774d,\N,2006-02-27,1,42,7,2891,\N,610540a6-12ec-4611-a743-040085db81eb,1,\N,\N,0,0,0,1919
3930,d8225efe-6c35-406f-b9de-6201dfa1b395,http://chilobase.bio.unipd.it/sp2000.php?sp2892,Mecistocephalus,\N,pauroporus,\N,\N,\N,"Takakuwa, 1936",d8225efe-6c35-406f-b9de-6201dfa1b395,\N,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1936
