record_id,name_code,lifezone,database_id
10514,b145ccd4-c1c2-470b-81b3-912e2835b5e8,TERRESTRIAL,48
10516,e022b866-1a6b-4821-89d1-bb01c5dc118d,TERRESTRIAL,48
10518,007d23fe-d933-4495-bf4c-5b08c60f63f8,TERRESTRIAL,48
10520,38747c1e-1bde-4154-ae26-bd8396adb60c,TERRESTRIAL,48
10522,4c566b33-10a3-4065-a768-6afb94086fdb,TERRESTRIAL,48
10524,2b31d45c-d6e9-4fed-b0b4-151699111ad2,TERRESTRIAL,48
10526,e56ac9fa-188d-4cae-97a3-8f5870416396,TERRESTRIAL,48
10528,d363c75d-9c41-4486-91f5-19ed254a805c,TERRESTRIAL,48
10530,9a651256-17a6-4403-b969-720dfedeab31,TERRESTRIAL,48
10532,c7f5faca-0c65-46a9-a6f6-15c44ce51087,TERRESTRIAL,48
10534,d17d7a8b-df13-48b3-bfe3-b28a1bd9d51f,TERRESTRIAL,48
10536,437be6f9-6e47-452b-8820-bce116864669,TERRESTRIAL,48
10538,da1c933e-e0ef-430a-8ba0-c3498e21babe,TERRESTRIAL,48
10540,87433f46-b867-4ebc-a985-a06e785e1e8f,TERRESTRIAL,48
10542,7cad1438-f793-4ef9-9239-eebb03d6c277,TERRESTRIAL,48
10544,3041933b-2550-41af-8319-ea91b3d4ce49,TERRESTRIAL,48
10546,f3543c14-93ee-4da7-83db-2e4b1498c31a,TERRESTRIAL,48
10548,c1da7086-f94d-4276-bc98-758fa1a7948a,TERRESTRIAL,48
10550,1832a8ec-e4aa-4e19-800f-8cc9ff290ec9,TERRESTRIAL,48
10552,3535cace-116b-4441-a722-4830bab9020d,TERRESTRIAL,48
10554,f76ee1fa-3ed3-4830-9eb2-15296e4e60ac,TERRESTRIAL,48
10556,9e6b0804-463f-4ff9-9aca-96e6b1ef228e,TERRESTRIAL,48
10558,ba460f2b-ee07-4951-8aa8-44eeb48c2fce,TERRESTRIAL,48
10560,95e3b815-134c-413a-899c-e9f8033762ee,TERRESTRIAL,48
10562,f66365b2-a0d3-49e4-b044-20cc31d653ba,TERRESTRIAL,48
10564,22672d6d-3b4b-4541-a010-397bf87cf062,TERRESTRIAL,48
10566,18d488b2-12de-473b-811f-45508be1e40d,TERRESTRIAL,48
10568,8d151dc9-bcd3-4a25-b2bf-6d19dc1f2c4c,TERRESTRIAL,48
10570,dd02a0f5-f3f5-4095-9729-288537df4f36,TERRESTRIAL,48
10572,929d55e5-8bec-41f6-87e1-9afefb1d57c0,TERRESTRIAL,48
10574,030b54af-a4c8-4e8e-a14c-eca0e30e2b38,TERRESTRIAL,48
10576,6cbbc101-25ab-4878-ac85-671d04faff44,TERRESTRIAL,48
10578,0ba20fb1-42a4-4270-8aab-82a3a155607b,TERRESTRIAL,48
10580,6ada9f42-ec99-4e15-9838-624271f6fbf8,TERRESTRIAL,48
10582,d67e59ca-2942-41aa-adb6-df1bfbc10e19,TERRESTRIAL,48
10584,54ff8036-ba0f-40f0-920a-ee256f7c7d36,TERRESTRIAL,48
10586,64d9e694-1bf0-4601-b92c-e8386b8a5591,TERRESTRIAL,48
10588,bb753dfb-a516-445b-a391-c319b73036d2,TERRESTRIAL,48
10590,fa0878a1-44f7-45d0-91c4-06471198cec1,TERRESTRIAL,48
10592,0350924e-9678-4908-b145-9b4af6a7e3b8,TERRESTRIAL,48
10594,0594a768-d4cf-432b-bd65-ae5ecb0e6397,TERRESTRIAL,48
10596,d3a9a1da-53a3-4596-8083-1ccab7ebcfd1,TERRESTRIAL,48
10598,d7c9ac62-c497-4b9d-b1a5-3303c1005f46,TERRESTRIAL,48
10600,e67b241b-566d-4f61-bc0c-f4ccd8113f1b,TERRESTRIAL,48
10602,9408bc48-6080-457a-a134-0197c9b61760,TERRESTRIAL,48
10604,1ea46d6a-02d1-455e-8d11-acac19cdaceb,TERRESTRIAL,48
10606,f05d322f-6abb-41e9-87b2-16b81e17a029,TERRESTRIAL,48
10608,91da6c45-e2d6-4645-9600-df95463fbd53,TERRESTRIAL,48
10610,c576f587-d8e5-4ed2-b059-9453269defcd,TERRESTRIAL,48
10612,826f7c43-26df-473a-b9aa-c1e234b7ee6d,TERRESTRIAL,48
10614,ce2df8b7-b4c0-4d1b-b4c1-818b16086f2f,TERRESTRIAL,48
10616,b3cf2070-2bac-4156-b02d-4d72e5d77e76,TERRESTRIAL,48
10618,8aabc4b1-c20a-4d6c-b676-1361d5ab234e,TERRESTRIAL,48
10620,1e540798-cdc0-4f03-ae20-d915102400c5,TERRESTRIAL,48
10622,7a298366-6174-420c-ba66-3112578955a9,TERRESTRIAL,48
10624,e0c7ce74-f145-4080-9efb-5f3e1e6388a2,TERRESTRIAL,48
10626,8a3b614a-a1c9-4ee3-b264-10a004f3f457,TERRESTRIAL,48
10628,60b287a8-b6b8-49ee-97d5-e9d661b27d75,TERRESTRIAL,48
10630,890e09cc-f362-41fa-8981-b0f294ccbf97,TERRESTRIAL,48
10632,dd075e29-9b96-406f-a5c3-f4acc4b7c82a,TERRESTRIAL,48
10634,293cc0d3-8695-4820-ab24-3ee0e9cc01cc,TERRESTRIAL,48
10636,2a467a29-a192-4ebe-b1a3-a287500a01f0,TERRESTRIAL,48
10638,807a4496-a11b-48a0-bb01-1eac4332578b,TERRESTRIAL,48
10640,c93d8c8b-8152-41fe-b8fd-8070f445b27f,TERRESTRIAL,48
10642,e47844a5-79e1-4121-8b3a-f957b95c474c,TERRESTRIAL,48
10644,4ab99ea5-666d-4e0d-814e-189fd7896a88,TERRESTRIAL,48
10646,23405a4b-4244-480d-818e-257d98f65002,TERRESTRIAL,48
10648,54ead6ac-f292-4694-a2d8-951e02a807a3,TERRESTRIAL,48
10650,de2ad0fc-ebf3-457c-9ba7-87c4c3466385,TERRESTRIAL,48
10652,bd9b54a5-ef6f-49d7-aac9-7c442cba54da,TERRESTRIAL,48
10654,82a5e985-05f5-4031-8185-ac92507621d0,TERRESTRIAL,48
10656,f29cea4a-ba99-4581-bea0-36ef9ffc89ed,TERRESTRIAL,48
10658,1a073a64-bfe3-4eef-9ae9-2647b650b97c,TERRESTRIAL,48
10660,dc28ff70-a082-48a1-a8b3-a9d983948aad,TERRESTRIAL,48
10662,85bbbf60-4dfb-4b0b-b569-67250b02f628,TERRESTRIAL,48
10664,65f8fdba-ecf4-4e2c-bb2d-c1594bcb01ea,TERRESTRIAL,48
10666,b525940c-6e79-4007-b265-5ce123ccde9f,TERRESTRIAL,48
10668,57f67222-fa01-422c-a05a-ac41ea1bd15c,TERRESTRIAL,48
10670,091f049a-c846-4014-9c35-55d8e2ff3ae6,TERRESTRIAL,48
10672,1cbf5198-3912-4a44-8b4c-d5ebf72164ec,TERRESTRIAL,48
10674,76811194-6fb1-4733-8526-bf8d1a9d1a67,TERRESTRIAL,48
10676,02682bf6-29ac-49e6-bb79-f771bb8c8c07,TERRESTRIAL,48
10678,1705c258-3d2b-4b2d-b5b4-758bccd00363,TERRESTRIAL,48
10680,1ec49d88-76f2-470a-9d3d-ce2fc5fdbfdd,TERRESTRIAL,48
10682,c05bde16-8562-4031-adf3-b23cbfd9deaa,TERRESTRIAL,48
10684,454a3351-4ccf-41ca-ae78-6e23ff71062e,TERRESTRIAL,48
10686,cc0afa7c-1ed2-4789-b064-b7b3292c11ad,TERRESTRIAL,48
10688,f8f86fbc-651e-4e08-801a-0ecd5716c964,TERRESTRIAL,48
10690,8756f10d-3438-42a8-824a-ff26f3682b2b,TERRESTRIAL,48
10692,70e791ba-9ed2-413f-8bbc-d9a45668fa1c,TERRESTRIAL,48
10694,6d55adbd-3632-4ec7-adfc-7da30b629acb,TERRESTRIAL,48
10696,2644d916-eb84-4709-9918-69cccfcf7180,TERRESTRIAL,48
10698,6021ae7f-095d-43ac-8437-f1fa4947b40f,TERRESTRIAL,48
10700,c982368b-4282-45c7-ab87-569e87b99c3f,TERRESTRIAL,48
10702,697ff3be-8cc6-4092-9356-c5086d3e22cb,TERRESTRIAL,48
10704,2541cdf0-6d38-4f6a-892a-79144321ab3c,TERRESTRIAL,48
10706,2229eae9-0a42-47df-ab78-3d589b0b1c06,TERRESTRIAL,48
10708,654a00ec-3e4d-4090-9d4c-3e5d0f105732,TERRESTRIAL,48
10710,80c0b11e-4085-4ec8-a4d6-26e374fca3ae,TERRESTRIAL,48
10712,63e822f9-16e0-4293-90c1-0290b19ae925,TERRESTRIAL,48
10714,847b1012-af9e-491b-aa3e-00763a79769c,TERRESTRIAL,48
10716,a98137fb-8c8d-4ec1-849e-95c079b70e43,TERRESTRIAL,48
10718,37600ea1-25b9-4598-9b59-4470bd915d97,TERRESTRIAL,48
10720,185b861c-a45d-4090-a585-70a5a5c718f1,TERRESTRIAL,48
10722,f40ef15f-1cce-4441-aa95-fb51ed7cdc84,TERRESTRIAL,48
10724,7f2a4995-b06e-4be6-8452-3225eafec131,TERRESTRIAL,48
10726,7cee1b7d-a4e2-4871-b0b1-0867bd1318fe,TERRESTRIAL,48
10728,132dc85b-fefe-40ea-8b84-2cafff5c20d1,TERRESTRIAL,48
10730,83c3a972-07ca-475e-9162-e46b30d3478e,TERRESTRIAL,48
10732,10938163-cb1a-454d-9e76-daae722fe619,TERRESTRIAL,48
10734,452a9959-530c-4ce9-8d12-87af0ca0a07c,TERRESTRIAL,48
10736,b12bff8c-5b16-4d91-a3e2-53674c9d3c52,TERRESTRIAL,48
10738,f952ac9a-d45d-45c9-a55f-70ae573d0de6,TERRESTRIAL,48
10740,ebc0f437-a9f3-4cc5-9626-1cdfe6838dd5,TERRESTRIAL,48
10742,157c75b4-a444-4258-af02-2426b25f7049,TERRESTRIAL,48
10744,7ae4b11f-9a1e-4db3-99ad-91fe9952d6a8,TERRESTRIAL,48
10746,a4750147-d2e5-4aed-a897-5cdd63eced84,TERRESTRIAL,48
10748,07e5cadf-bce1-41c0-87bb-08c80355644b,TERRESTRIAL,48
10750,7c0fc632-f11c-4851-a66f-a893ff4c814e,TERRESTRIAL,48
10752,01bef53e-82c5-4f02-873b-0e86f618a220,TERRESTRIAL,48
10754,ba7ef3df-e086-4609-8a32-bb10cc675f46,TERRESTRIAL,48
10756,699e0c51-69b1-4e33-8737-4ee60960f643,TERRESTRIAL,48
10758,2c690595-89a7-4103-9fe3-0dfe06131de2,TERRESTRIAL,48
10760,78303c44-9701-4083-b7c5-30606ca887cd,TERRESTRIAL,48
10762,b7336588-5088-4f78-929d-5fcf17139561,TERRESTRIAL,48
10764,47041578-d347-43af-ae6e-500a73763b96,TERRESTRIAL,48
10766,3684f8d7-3577-46f4-a785-47269c757d1d,TERRESTRIAL,48
10768,587e98c4-781a-4251-90ed-5df6054cebde,TERRESTRIAL,48
10770,712ee6bf-df94-4ed6-bf62-2962bb351453,TERRESTRIAL,48
10772,478831cc-8cb0-47fb-aa07-b0533c29e1af,TERRESTRIAL,48
10774,dd9eb7e4-2256-4b69-9876-3c20378eb924,TERRESTRIAL,48
10776,a4e03513-e875-476a-b9d9-98e7c9ed09af,TERRESTRIAL,48
10778,d9b48367-7d61-48c3-899f-96a91dfd123f,TERRESTRIAL,48
10780,8b144f96-71c6-4926-965f-03f7fe7c94d4,TERRESTRIAL,48
10782,11abb340-b427-45f2-a14f-3539061c089f,TERRESTRIAL,48
10784,d7f67dd0-1fb6-401a-adb2-e8da1efc234f,TERRESTRIAL,48
10786,927bf059-39a6-4d32-8142-9a0775530853,TERRESTRIAL,48
10788,86884767-e36f-455d-9a0a-1db78dd32c88,TERRESTRIAL,48
10790,3fce200a-cca9-496b-b4cc-81e761a3960c,TERRESTRIAL,48
10792,c8c345fa-1ff7-42ee-9c52-44c22cffe5fc,TERRESTRIAL,48
10794,5310c4d0-c5e3-464d-8f65-9db2035c2ab3,TERRESTRIAL,48
10796,d4b55f2b-1134-4875-b30a-2e8d0550c6cb,TERRESTRIAL,48
10798,43665de4-7422-4e22-b9ad-adbdd9803d31,TERRESTRIAL,48
10800,1b2613ba-3fc4-44d5-bdbd-c8dfc2f06d6d,TERRESTRIAL,48
10802,c9ecb29f-6b3a-4690-87bc-8b5150f79d18,TERRESTRIAL,48
10804,d80b7ffd-1eed-4015-9097-417a24a1ff61,TERRESTRIAL,48
10806,6581274c-681d-4f97-9293-e44ca64e2c41,TERRESTRIAL,48
10808,d8c96bd9-e865-4d13-87b7-5b5b7b16474f,TERRESTRIAL,48
10810,490f40b9-4ec3-48f7-92e9-c97dc30b7b7f,TERRESTRIAL,48
10812,7e12bb47-5c2d-4fad-9143-593f05e5d620,TERRESTRIAL,48
10814,311f6ff1-91b6-4235-aed8-79ff17c8801f,TERRESTRIAL,48
10816,5736b145-d98a-4c51-981a-0bf41b340267,TERRESTRIAL,48
10818,ee9537e3-80f7-41c1-98a9-a9248e5ad1dc,TERRESTRIAL,48
10820,971ddf6e-6e90-49fe-bff7-5e88fa2859e2,TERRESTRIAL,48
10822,f27b0e51-f7cc-4377-b1be-84337acd03d5,TERRESTRIAL,48
10824,46f2b02a-c58d-43f5-a098-a7053760c4df,TERRESTRIAL,48
10826,39bdd65d-0ed9-479a-85c9-866b220d8e67,TERRESTRIAL,48
10828,0750a976-bbf1-42db-9d96-c7acf0227554,TERRESTRIAL,48
10830,de177411-54b0-4c0e-9608-63157c0956fe,TERRESTRIAL,48
10832,c5eb629c-90c3-40fa-a136-0b0e13e43f79,TERRESTRIAL,48
10834,b7a7b24c-1e03-4583-bc49-b5b1b0355948,TERRESTRIAL,48
10836,f4942216-d23c-4c55-b9ae-2ac537649925,TERRESTRIAL,48
10838,50482ddf-bec6-44a6-a8fd-2fdbc9643cca,TERRESTRIAL,48
10840,ff01fbde-9f3c-4184-9632-b937de1e0c39,TERRESTRIAL,48
10842,cad9f55d-53fb-4393-ac40-d70347fdf564,TERRESTRIAL,48
10844,0561f492-15db-454e-8872-a685d8ba27c6,TERRESTRIAL,48
10846,efdd9573-0995-4d6f-86ca-71d7f25c324f,TERRESTRIAL,48
10848,48a6c468-658c-4193-8e54-dfbf90be5eb7,TERRESTRIAL,48
10850,89d4a33c-2b87-40e1-8705-b308f83d34ab,TERRESTRIAL,48
10852,4a5e7b9f-3115-411a-b024-1cb1df51e939,TERRESTRIAL,48
10854,2183e63b-c84e-4ac3-97e4-6da6119fb627,TERRESTRIAL,48
10856,7e12262a-bde1-4331-848e-79ecc082285d,TERRESTRIAL,48
10858,d9f94089-3e12-47dc-9bee-8de47b52c715,TERRESTRIAL,48
10860,91cf057a-d47c-496a-9e50-698f1b767340,TERRESTRIAL,48
10862,a8a5b9ad-60aa-4c94-a660-007d8ee3dd42,TERRESTRIAL,48
10864,0c439aca-bfdc-49ec-81fe-f2d4251fa3fa,TERRESTRIAL,48
10866,c22d932d-c49a-40ae-b9d1-29e0b434ba36,TERRESTRIAL,48
10868,98791af9-2f44-41bb-b95f-2e1b147050c0,TERRESTRIAL,48
10870,f183ee90-6c98-47d1-b944-5058f5cea668,TERRESTRIAL,48
10872,70a478fb-46ac-4e2a-843c-07ccf5b95301,TERRESTRIAL,48
10874,25e1bc8c-55f0-4c26-83cd-8a3e5cf5e911,TERRESTRIAL,48
10876,bcd99aeb-b2cc-457d-9900-d735c7f75abd,TERRESTRIAL,48
10878,f1c9c107-896c-42ac-bab3-c25fdce6daa4,TERRESTRIAL,48
10880,e907c7cc-368b-4123-a0cc-ff9bbd48d775,TERRESTRIAL,48
10882,7cea0239-be15-42cd-b59d-d83798d18782,TERRESTRIAL,48
10884,326d5df0-acf7-48aa-ac5c-37c50afc359f,TERRESTRIAL,48
10886,c96ae930-fe95-449d-bdb8-5d7adfdd034e,TERRESTRIAL,48
10888,36eaca15-6e35-458d-acc0-baa1af3ee763,TERRESTRIAL,48
10890,8174ea60-4261-4cad-b25f-b53595ac2c96,TERRESTRIAL,48
10892,4580ba44-ccb1-4248-8bd0-7c6f45ad3db5,TERRESTRIAL,48
10894,6f5e0541-403b-4c30-b2eb-9459c841652d,TERRESTRIAL,48
10896,1fba2745-a282-4644-a62a-d4d8c8769a3b,TERRESTRIAL,48
10898,e8b7eacd-dd1e-4676-bc89-b46bd1c8848b,TERRESTRIAL,48
10900,03e3c48c-a17a-4650-93f0-4a9fc6a21545,TERRESTRIAL,48
10902,cb2ff5cb-d284-4720-a3ed-5c720a421149,TERRESTRIAL,48
10904,eef43741-f1c7-401e-ae10-6710fedc95f7,TERRESTRIAL,48
10906,d1232774-1808-48d1-ab6a-5702af9c2b88,TERRESTRIAL,48
10908,89411cd3-b07c-4ae0-81ae-fa5093110295,TERRESTRIAL,48
10910,c0163e9a-06d8-4d3c-b831-fb5f5c482e57,TERRESTRIAL,48
10912,8a645649-f748-4270-9af1-e7d727693622,TERRESTRIAL,48
10914,009e3e65-1232-43bc-b669-99e2da1c7ace,TERRESTRIAL,48
10916,50e05761-f16f-4fcc-af33-20989142f88d,TERRESTRIAL,48
10918,87fc9c34-3c09-435b-af56-8b4a2e65b8b1,TERRESTRIAL,48
10920,d2c3f6a6-2c4d-4198-aa65-cc3958ab4fad,TERRESTRIAL,48
10922,c17ab187-2f77-4f90-967e-6dedebe59f08,TERRESTRIAL,48
10924,1a5e24c1-2199-431e-9fd2-e34301cd38d0,TERRESTRIAL,48
10926,f63eee70-156f-4649-9c55-122a82c3556d,TERRESTRIAL,48
10928,6a649865-4f49-425c-856b-8d60947051ee,TERRESTRIAL,48
10930,acd9a2be-a0db-4878-82ed-613a2d3df4ef,TERRESTRIAL,48
10932,358f0328-1e3b-4248-86b9-13f9e1e815d3,TERRESTRIAL,48
10934,7aa102c7-c801-47e9-a0d9-6264cbf8d34c,TERRESTRIAL,48
10936,6e4ecc89-e51b-43c3-9418-ee13d5dcd89e,TERRESTRIAL,48
10938,a97a723c-0d6a-424e-847d-9d92836b395f,TERRESTRIAL,48
10940,4e3a66b2-8590-404a-a49c-221fabf502e2,TERRESTRIAL,48
10942,7d874703-1b68-496a-b43c-9bf8c31db53e,TERRESTRIAL,48
10944,a1ff1a94-0a38-48a0-805f-271a3e52bd86,TERRESTRIAL,48
10946,ed2fca4c-5cae-4876-969c-f1f7773f7c2f,TERRESTRIAL,48
10948,ece18f7a-9100-4d53-814e-6c5b6301f7de,TERRESTRIAL,48
10950,ebc3eb73-3814-4561-8164-131e94805bd0,TERRESTRIAL,48
10952,e7fccf07-dbfe-457a-8d5e-edb26d920777,TERRESTRIAL,48
10954,b57dd7bf-de93-40c0-87e3-9fbe5d23f994,TERRESTRIAL,48
10956,ad2899a1-82bd-4751-b040-1081d737c43e,TERRESTRIAL,48
10958,f725a633-d999-461b-a6db-bc7eb1a5cf10,TERRESTRIAL,48
10960,c614f496-2c52-47bb-a462-8d822225c549,TERRESTRIAL,48
10962,6dfc4a3f-1e53-4ba5-a94d-f947c3116b52,TERRESTRIAL,48
10964,fa4610e2-5384-445b-8754-a75b575d6e50,TERRESTRIAL,48
10966,85bf92a7-c6f4-4dbb-ade7-90ac8be89b74,TERRESTRIAL,48
10968,128c18b1-8e07-418b-8cea-d1ff95d2b31b,TERRESTRIAL,48
10970,eb3fefb0-665d-4eec-b210-842c7e109dbb,TERRESTRIAL,48
10972,0d0b45e4-36c6-412d-af11-3cf5c1bef017,TERRESTRIAL,48
10974,75c76500-8e7f-4970-9fd9-5c7ad6495ff4,TERRESTRIAL,48
10976,35205b49-40cc-47c1-b171-edc48abd895a,TERRESTRIAL,48
10978,98bb2c1f-7eb2-4401-8012-a6aacfa14a8c,TERRESTRIAL,48
10980,b7ac6e14-28a6-47ed-8cd0-9f1101efe06f,TERRESTRIAL,48
10982,6ab6a8d9-a37d-453e-9885-d9bd24c32dcd,TERRESTRIAL,48
10984,c5a2d19d-b078-417c-9e68-71ec3b5bdd08,TERRESTRIAL,48
10986,4bb9ec92-ecdf-4c72-8af5-dc558cbfa06a,TERRESTRIAL,48
10988,0c16225b-e89b-4496-997c-0f86d831e83d,TERRESTRIAL,48
10990,9471fc67-d796-4f81-b47f-c3619f0ae94e,TERRESTRIAL,48
10992,7ba448a7-7c19-400e-bd7f-bc348cdee7f6,TERRESTRIAL,48
10994,ab2b8cb4-0f83-4d7c-a9e7-f0033ddac7eb,TERRESTRIAL,48
10996,462bd16a-6bb4-4cb2-b997-b8a213dd9ef9,TERRESTRIAL,48
10998,865ccf1a-8b60-4ac0-9b02-279f1914f1ba,TERRESTRIAL,48
11000,007dbf9f-6a1c-45ac-b0b8-d01b36887d47,TERRESTRIAL,48
11002,a6b6e134-dfbe-4640-a113-50e7ec0a9108,TERRESTRIAL,48
11004,db4d5ad0-7a17-451d-86e6-8da16c5253e3,TERRESTRIAL,48
11006,51937263-fa4f-4ad7-a7ee-93d34bfcf079,TERRESTRIAL,48
11008,641d4ebd-8486-4cac-9eeb-5ece9b6f0fd4,TERRESTRIAL,48
11010,3e99962a-c8a0-4de3-a8ad-cad1a04a5ace,TERRESTRIAL,48
11012,9300bc96-d90d-4bec-89ee-9d680cc2303c,TERRESTRIAL,48
11161,cc866e14-dba4-4f76-9efd-74b407047ce8,TERRESTRIAL,48
11163,355cabff-2751-4052-b891-d90172aed00b,TERRESTRIAL,48
11165,ccb49349-8d2d-446c-9286-6f8fd03be812,TERRESTRIAL,48
11167,58c41799-0456-4d05-90fb-562a3331c70e,TERRESTRIAL,48
11591,7f742231-5fac-48a5-821a-14c5eb07396f,TERRESTRIAL,48
11593,f400d109-5a18-42e1-958c-d4d2eddb8fe3,TERRESTRIAL,48
11632,f332f59c-7fc0-47cf-9e24-29b629aece1c,TERRESTRIAL,48
11634,cdee654c-8357-4175-a9b5-32ee2c82f70d,TERRESTRIAL,48
11727,d3aeb1b5-c1f6-4204-80fb-684b4adae611,TERRESTRIAL,48
11729,5be25a33-e8ff-47bb-a26f-2d420a472f6b,TERRESTRIAL,48
11731,a192e8bf-2c8c-4028-80c0-e5bfa65e123b,TERRESTRIAL,48
11958,68091f79-2d92-4892-9b5a-32b1dcf17a9e,TERRESTRIAL,48
