1371,bb03a6ae-c8ed-4b80-bf3f-6bac45c31d35,https://www.biodiversitylibrary.org/page/1479883,Geranium,\N,grandiflorum,\N,\N,\N,Gilib.,751988be-9137-425b-a245-fb8aae35e477,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1782
7845,3fd424cc-653c-44a6-bd00-3bb6b2a96bb0,,Eupolybothrus,Allopolybothrus,elongatus,\N,oraniensis,subsp.,,41bf3013-eaef-498b-b2af-5160b3d78190,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1901
1393,9e9282b3-1d0c-41c5-aea1-afbe23b70bbf,,Geranium,\N,yesoense,\N,lobulatum,f.,(Nakai) H. Hara,03ed3681-50a2-4718-9444-b9992b89b03c,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1954
1558,605df4a1-9bd6-4d02-9620-912eba589a15,,Geranium,\N,robertianum,\N,maritimum,var.,G. Don,567b2915-2144-4ed4-9892-003ab81e5a5f,\N,\N,2,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1831
7148,3f7f18e9-897a-4f8c-86c5-cca73b339494,,Lithobius,Monotarsobius,beshkovi,\N,\N,\N,Matic & Stauropulos (1988),3f7f18e9-897a-4f8c-86c5-cca73b339494,"non Lithobius beschkovi [sic] Matic & Golemansky, 1967",2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1988
10269,cea8ea33-06bc-4047-8eac-5f0ec217181d,,Dichaena,\N,faginea,\N,faginea,f.,"(Pers.) Sacc., 1887",e1253b6a-7d44-4420-a5c8-b92a76c67f1d,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1887
4828,213e5b1c-9115-4a7f-86c6-9dedfa5f7793,https://www.biodiversitylibrary.org/page/34633381,Scolopendra,\N,mima,\N,\N,\N,"Chamberlin, 1942",213e5b1c-9115-4a7f-86c6-9dedfa5f7793,\N,2006-02-27,1,42,4,2910,\N,5bb2b5cf-7a38-4dbe-bd22-7d0bcd6ded05,1,\N,\N,0,0,0,1942
9028,4f31ec29-8425-418a-8586-d413bff73333,https://www.biodiversitylibrary.org/page/51084251,Lophodermium,\N,maculare,\N,\N,\N,"(Fr.) De Not., 1847",4f31ec29-8425-418a-8586-d413bff73333,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1847
6272,64bb04a9-d232-4ef9-84d7-35d0b1645006,https://www.biodiversitylibrary.org/page/41355489,Scolopendra,\N,impressa,\N,\N,\N,"Porat, 1876",43a7156a-d576-40ea-aec1-bf03eaae4f99,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1876
4292,a8d1d2c4-4f09-43e2-8919-a7fc3feb2f02,,Macronicophilus,\N,venezolanus,\N,\N,\N,"Pereira, Foddai & Minelli, 2000",a8d1d2c4-4f09-43e2-8919-a7fc3feb2f02,\N,2006-04-19,1,42,7,2895,\N,c3be5509-fb2d-4ce9-b775-306d9ca6d901,1,\N,\N,0,0,0,2000
7268,bdc13762-9710-4f05-b302-a8f82863e5af,,Lithobius,Lithobius,vivesi,\N,\N,\N,"Serra, 1983",bdc13762-9710-4f05-b302-a8f82863e5af,\N,2006-02-27,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1983
5178,578527dc-33e1-47e7-9be5-d82c79a98590,https://www.biodiversitylibrary.org/page/7485582,Lithobius,\N,saussurei,\N,\N,\N,"Stuxberg, 1875",578527dc-33e1-47e7-9be5-d82c79a98590,\N,2006-04-20,1,42,2,2912,\N,4717e5b8-d956-4167-91b0-3ea1b23af5f2,1,\N,\N,0,0,0,1875
