record_id,author,year,title,source,database_id,reference_code
2273,Matic Z.,1969,Contributo alla conoscenza dei Lithobiidae dell'Iran (Chilopoda Lithobiomorpha),Fragmenta Entomologica . 6: 87-114,42,9fcd3bb7-d037-4af6-95ef-203541d14b3a
2274,Takakuwa Y.,1941,Weitere japanische Lithobius-Arten und zwei neue Diplopoden,Transactions of the Sapporo Natural History Society . 17: 1-9,42,6407a085-c54f-409d-8569-5d1a7a282d9b
2275,Takakuwa Y.,1941,"Fauna Nipponica, vol.9, art. 8, n.3","Sanseido, Tokyo. vol.? Pages?",42,9b31ea6a-74f9-4296-9020-6ac3a2901540
2276,Muralewitsch V.S.,1929,Scutigeridae et Lithobiidae de la faune du Caucase,"Mémoires de la Séction Zoologique de la Sociétè des Amis des Sciences Naturelles, d'Anthropologie et d'Ethnographie, Moscou. 4: 1-120",42,367ca0dd-23ed-4109-b67a-4897c5db9ff7
2277,Takakuwa Y.,1939,Über Japanische Lithobius-Arten,Transactions of the Sapporo Natural History Society . 16: 28-37 + 1 tav. f.t.,42,58289d6d-d247-4520-bfe8-ddcca3c5b5e4
2278,Chamberlin R.V.,1903,New lithobii from California and Oregon,Proceedings of the Academy of Natural Sciences of Philadelphia. 55: 152-160,42,caf76a19-dd73-4a98-86d2-a3c99c777922
2279,Perbosc,1839,Insectes nouveaux décuverts au Mexique,Revue zoologique par la Société Cuvierienne. 2: 261,42,cf3959d6-de32-4cee-9557-4fb1567e279a
2280,Silvestri F.,1904,Myriopoda,"Fauna Hawaiiensis, or the Zoology of the Sandwich (Hawaiian) Isles. 3: 323-338",42,f24a0c56-6993-4aa2-ae85-e2cf9e7fb1df
2281,Baldassare,1883,"Della fauna dei dintorni rispettivamente delle acque di Zara: i Miriapodi, Rettili, Anfibi i Pesci. I Rhopalocera e gli Heterocera: e le piante sulle quali rivengonsi i bruchi",Programm. dell' Imp. Reg. Ginnasio di Stato in Zara. Zara. 26-27,42,44f31a70-510b-4cb2-8697-945c9a590af2
2282,Selevanoff A.,1879,\N,Troudy Ent. Ross. . 11: 3-26,42,adc75058-0c67-4132-b589-345bd1753a91
2283,Chamberlin R.V.,1930,On some chilopod immigrants at the Hawaii,Pan-Pacific Entomologist . 7: 65-69,42,f169f5bb-71c6-420c-8a5c-465cefbc36d7
2284,Brölemann H.W.,1905,Myriapodes de Costa-Rica recueillis par M. le Professeur P. Biolley,Annales de la Société Entomologique de France. 74: 337-378,42,809a443e-4f1f-487c-9f26-a090b83c4352
2285,Verhoeff K.W.,1936,Über Myriapoden aus Marokko,Zoologischer Anzeiger . 116: 241-248,42,d089c97a-ae31-42c7-9ab8-8250834c7859
2286,Zapparoli M.,1984,Osservazioni sui litobiomorfi cavernicoli del Maghreb (Chilopoda Lithobiomorpha),Fragmenta Entomologica . 17: 181-194,42,c4daee50-9c04-4e10-91bc-bf986c8fcf58
2287,Brolemann H.W.,1921,Myriapods from Mesopotamia and Persia collected by Mr. P. A. Buxton,Journal of the Bombay Natural History Society . 28: 165-169,42,3c645de4-830b-4451-a092-052387b0973b
2288,Brolemann H.W.,1924,Myriapodes du Grand Atlas Marocain. Recolte de M. Alluaud au Djebeb Tachdir en Juin et Juillet 1923,Bulletin de la Société des Sciences Naturelles et Physiques du Maroc. 4: 184-197,42,af05f4f1-d265-4f90-b273-e33444a674bc
2289,Zapparoli M.,1984,Considerazioni sui Lithobius endemici dell'Alto Atlante (Marocco),Bollettino della Società Entomologica Italiana . 116: 73-80,42,47bbcb87-97b3-4412-9783-96a1e949c370
2290,Verhoeff K.W.,1937,Zur Kenntnis der Lithobiiden,Archiv für Naturgeschichte . N.F. 6: 171-257,42,a9986138-9ffb-4610-9c6d-04ae740d7bd8
2291,Paik K.Y.,1963,"Survey of the myriapods of Mt. Sokkri, Chungcheung-pookdo,",Kyungopook University theses collection. 7: 33-42,42,3a2222bc-50e4-4173-af99-7768162a4882
2292,Murakami Y.,1963,Postembryonic development of the common Myriapoda of Japan. XV. A new species of subgenus Archilithobius (Chilopoda: Lithobiidae),"Zoological Magazine, Tokyo. 72: 194-198",42,73ee4097-a76c-4d04-8e8d-fd76433f5304
2293,Zapparoli M.,1985,Una nuova specie di Lithobius del Marocco (Chilopoda Lithobiomorpha),Fragmenta Entomologica . 18: 81-90,42,bc64a62c-3c16-4475-96a4-9cea13713ff8
2294,Muralewitsch W.S.,1926,Neue Lithobius- und Henicops-Arten,Zoologischer Anzeiger . 67: 218-220,42,6ac2e675-a360-4d45-9b4c-9e77ba2e228d
2295,Chamberlin R.V.,1911,Some Lithobiomorpha from the region of San Francisco Bay,Canadian Entomologist. 43(11): 378-385,42,a8364b52-f8b1-4b06-b579-d32f28a2ec6d
2296,Watermolen D.J.,1997,Updated checklist of Wisconsin centipedes (Chilopoda),Wisconsin Entomological Society Special Publications. 4: 1-8,42,08162c77-b122-4014-a4fb-22c183d4ca4a
2297,Chamberlin R.V.,1946,A new Texan Lithobius (Chilopoda),Pan-Pacific Entomologist . 22: 20-21,42,4d568ffb-a8b7-48c6-bf1b-0df594a2ae5e
2298,Lignau N.,1903,Die Myriopoden der Pontus-Küsten von Kaucasus,Zapiski Novorossiiskago Obshchestva Estestvoispytatelei. 25: 82-148,42,9181a9bf-a9c5-44c9-9515-32af785f63e0
2299,"Matic Z., Darabantu C.",1968,Contributions à la connaissance des chilopodes de Yougoslavie,"Slovenska Akademia Znanosti in Umetnosti, Razred za Prirodoslovne in Medicinske Vede. 11(5): 201-229",42,1e30e31d-11e7-4506-b4bc-dc6385500bf8
2300,Stoev P.,1997,A check-list of the centipedes of the Balkan peninsula with some taxonomic notes and a complete bibliography (Chilopoda),Entomologica Scandinavica (suppl.). 51: 87-105,42,547b27e1-8c19-464a-9a14-89e24d8b1d22
2301,Chamberlin R.V.,1901,List of the myriapod family Lithobiidae of Salt Lake County Utah with description of five new species,Proceedings of the United States National Museum . 24: 21-25,42,785e7ec1-db95-41ec-9fb1-9fb6dd8ba768
2302,Sselivanoff A.,1880,Kavkaskaija Tysjacenoschki (Myriapoda),Trudy Russkago Entomologicheskago Obshchestva. 12?: 177-199,42,7907fd8c-297c-4aa2-9fd0-4a4481ff33d8
2303,Eason E.H.,1989,Lithobiidae from the Nepal Himalayas with descriptions of ten new species of Lithobius and Australobius (Chilopoda: Lithobiomorpha),"Zoologische Jahrbücher, Abteilung für Systematik. 116: 335-372",42,96faf739-9969-455f-a5ea-0ee568118374
2304,Murakami Y.,1961,Postembryonic development of the common Myriapoda of Japan VIII. Distribution and a new species of subgenus Eulithobius (Chilopoda: Lithobiidae),"Zoological Magazine, Tokyo. 70: 225-229",42,42a6e87b-df7e-41fa-9504-1dcef6274fab
2305,Bollman C.H.,1893,Notes upon the species of Myriapoda Syngnatha described by Thomas Say,Bulletin of the United States National Museum . 46: 144-149,42,ddf631b9-8dbc-4f7f-8809-4934e460a5d0
2306,Larwood H.J.C.,1946,Some new Indian Lithobiidae,Journal of the Bombay Natural History Society . 46: 133-139,42,212bf695-8abb-4eec-9d60-5e38bae102c8
2307,Harger O.,1872,Descriptions of new North-American myriapods,American Journal of Science . (3)4: 117-121,42,1f82677e-629d-470f-9479-1ee413bc2547
2308,N.T. Zalesskaja,1972,"Litobiidi Kavkaza (Chilopoda, Lithobiidae), ich rasprostranenie i svjaz s pocvoj. In: Ghiljarov, M.S. (ed.): Ekologija Pocvennych Bezpozvonocnych","Nauka, Moskva. 120-130",42,3ac372f3-a175-4cce-931f-f8e4ba6719eb
2309,Chamberlin R.V.,1925,Notes on a small collection of chilopods from Arizona and adjacent parts,Journal of Entomology and Zoology. 17: 53-54,42,db993f3c-1428-43be-b4e1-1f69d7276019
2310,Chamberlin R.V.,1951,On five new American lithobiid centipeds,Great Basin Naturalist . 11: 115-118,42,f47df501-9386-4284-b215-9d05ee5ea4ea
2311,Takakuwa Y.,1939,9 Bothropolys-Arten aus Japan,Transaction of Natural History Society Formosa. 29: 103-110,42,50942743-f19a-40ca-afcd-016461cb596e
2312,Lignau N.,1929,Zur Kenntnis der zentralasiatischen Myriopoden,Zoologischer Anzeiger . 85: 159-175,42,6e93f056-0b95-4406-b934-a2f2b24390f7
2313,Verhoeff K.W.,1938,Über einige ostasiatische Lithobiiden,Zoologischer Anzeiger . 123: 99-105,42,b12b9c53-85ac-41c3-9c66-e7f98cc5f3cb
2314,Takakuwa Y.,1939,Zwei bekannte und eine neue Bothropolys-Arten aus Japan,"Volumen Jubi pro Prof. Sadao Yoshida, Osaka. 1: 435-443",42,ae8e0eff-282d-429d-82ac-a836637790a0
2315,Miyoshi Y.,1955,Beiträge zur Kenntnis japanischer Myriopoden. 14. Aufsatz: über eine neue Art von Lithobiomorpha und zwei Arten von Diplopoda,"Zoological Magazine, Tokyo. 64: 267-270",42,049e4954-f697-4f4f-a59e-43adf1df514b
2316,P.A. Saccardo,1889,\N,In: Syll. fung. (Abellini) 8:668.,25,4a94153a-c0ec-4af6-8727-c6cdc1fc061c
2317,Matic Z.,1974,Contribution à la connaissance du genre Bothropolys Wood 1863 (Lithobiomorpha Ethopolidae),"Annales Zoologici, Instytut Zoologiczny, Polska Akademia Nauk. 31: 329-341",42,27a59246-8b4d-4f5c-8180-288ffc34809f
2318,Takakuwa Y.,1941,Über einige japanische Lithobiiden,Transactions of the Natural History Society of Formosa. 31: 292-298,42,cf84ffb6-4c98-4e11-9f57-e4c6474647a4
2319,Takakuwa Y.,1938,Eine neue Japanische Bothropolys-Art,Transactions of the Natural History Society of Formosa. 28: 414-416,42,62ada173-a0fb-4823-a7d5-b137c3c7142a
2320,Attems C.,1914,Die indo-australischen Myriopoden,Archiv für Naturgeschichte. 80A: 1-398; pls.I-VII,42,bf0a95c8-6148-4711-8c1a-6bf7d5bcf921
2321,Eason E.H.,1972,The type specimens and identity of the species described in the genus Lithobius by C. L. Koch and L. Koch from 1841 to 1878 (Chilopoda: Lithobiomorpha),"Bulletin of the British Museum (Natural History), Zoology. 22: 103-150",42,c30ea8e4-e707-4676-8f6d-507c86ac99df
2322,Meinert F.,1872,Myriapoda Musaei Hauniensis. Bidrag til Myriapoderns Morphologi og Systematik. II. Lithobiini,Naturhistorisk Tidsskrift. (3)8: 281-344,42,067d757c-4e74-47f8-b98a-efaed1298b22
2323,Chamberlin R.V.,1925,The Ethopolidae of America north of Mexico,"Bulletin of the Museum of Comparative Zoology, Harvard College. 57: 385-437",42,06547f58-7b10-49f6-8872-ce8f71e66119
2324,Chamberlin R.V.,1945,On three lithobioid chilopods,Entomological News. 56: 197-199,42,71771ba2-42fc-482c-a024-b08543581f5a
2325,Chamberlin R.V.,1951,Records of American millipeds and centipeds collected by Dr. D. Elden Beck in 1950,Great Basin Naturalist . 11: 27-35,42,38c48fc6-2bbf-4aaf-9b63-a50d3cdff4c0
2326,Chamberlin R.V.,1944,Some records of myriopods collected by W. M. Pearce in California,Pan-Pacific Entomologist . 20: 79-80,42,84d35119-58d9-4646-a7e9-dcf6b98a158f
2327,Eason E.H.,1985,On the status of Lithobius carinipes Daday L. californicus Daday and L. filicium Attems three little-known Nearctic species of Lithobiidae (Chilopoda),Myriapodologica. 2: 1-6,42,e0664985-91d0-4a25-83b2-2f6412fa7634
2328,Matic Z.,1983,Litobidi raccolti in Turchia dal Dott. Giuseppe Osella (Chilopoda Lithobiomorpha),Fragmenta Entomologica . 17: 19-45,42,b6ea670e-719b-4ce5-aed0-1e2c30692f8f
2329,Berlese A.,1894,Myriapoda acari scorpiones hucusque in Italia reperta,"Tipografia del Seminario, Padova. 74(8)",42,815b3b28-fa42-4235-90b5-37f6c6956703
2330,"Zapparoli M., Minelli A.",1993,"Note tassonomiche corologiche ed ecologiche sulle specie del genere Pleurolithobius Verhoeff, 1899 (Chilopoda, Lithobiomorpha)",Bollettino del Museo Regionale di Scienze Naturali di Torino. 11: 331-345,42,1a1c090b-1a53-4ffc-ba39-284d83eefa89
2331,Zapparoli M.,1989,Notes on Pleurolithobius of Turkey (Chilopoda: Lithobiomorpha),Proceedings of the Entomological Society of Washington . 9: 389-397,42,86713966-effa-4bb2-b014-3444e66e0208
2332,"Summers G., Beatty J.A., Magnusson N.",1980,A checklist of Illinois centipedes (Chilopoda),Great Lakes Entomologist . 13: 241-257,42,0a60bd39-8a19-4b8e-a0f4-ead4eb48d361
2333,Causey N.B.,1942,New lithobiid centipedes from North Carolina,Journal of the Elisha Mitchell Scientific Society. 58: 79-83,42,2ec534f8-73ab-44c4-b851-ea97dcc1c85f
2334,Chamberlin R.V.,1922,A new lithobiid of the genus Paobius,Canadian Entomologist . 54: 47-48,42,dfb27909-24ef-4333-83fc-23bd89579b64
2335,Hoffman R.L.,1993,Serrobius pulchellus Causey a poorly known centiped rediscovered in Virginia (Lithobiomorpha: Lithobiidae),Banisteria. 2: 18-20,42,5ac9b606-6a26-4756-93b3-4b7fd7c1f42a
2336,Chamberlin R.v.,1902,Henicops dolichopus a new chilopod from Utah,Proceedings of the United States National Museum . 24: 797-800,42,94034bf9-4242-47dd-97ff-a54464833904
2337,"Crabill R.E. jr., Lorenzo M.A.",1957,On the identity of the Gunthorp types. Part II and some notes on plectrotaxic criteria (Chilopoda: Lithobiomorpha: Lithobiidae),Canadian Entomologist. 89: 428-432,42,a9176d40-a33c-4e4b-ba82-392246e6f943
2338,Chamberlin R.V.,1929,Two new lithobioid chilopods,Canadian Entomologist. 61:37-38,42,47d4263b-cef9-4dca-8f33-9e752b4566e6
2339,Chamberlin R.V.,1920,The myriopod fauna of the Bermuda islands with notes on variation in Scutigera,Annals of the Entomological Society of America . 13: 271-285,42,e57f69d3-6d3c-4e38-9802-dd2ff820e01a
2340,Chamberlin R.V.,1931,On three new chilopods,Pan-Pacific Entomologist. 7: 189-191,42,fbc220e4-abd1-4d47-8938-72283ec45dda
2341,Zapparoli M.,1989,Chilopodi di Turchia. II. Una nuova specie cavernicola del genere Harpolithobius Verhoeff 1904 (Chilopoda Lithobiomorpha),Fragmenta Entomologica. 21: 131-136,42,9c606ea4-07e4-44b8-8acf-76fceb2f13fe
2342,Verhoeff K.W.,1901,Faune de la Roumanie par M. Jaquet. Chilopoden und Diplopoden aus Rumänien,Bulletin de la Société des Sciences de Bucarest. 10: 167-178,42,6a395736-44fc-4e5b-9fd4-093a7d64850a
2343,Stoev P.,2005,On the identitiy of some poorly known lithobiid centipedes described by Karl Verhoeff (Chilopoda: Lithobiomorpha),Zootaxa. 796: 1-12,42,f81a1f3e-f01a-4d56-b863-1070f2b5123d
2344,Negrea S.,1962,Harpolithobius oltenicus n. sp. un nouveau chilopode cavernicole dans la R. P. Roumaine,Comunicarile Academiei Republicii Populare Române. 12: 1191-1199,42,b07d7a77-b2be-42d0-ae2f-67b3256e7e61
2345,Matic Z.,1966,Fauna Republicii Socialiste Romania. Clasa Chilopoda Subclasa Anamorpha,"Academiei Republicii Socialiste Romania, Bucuresti. 6(1): 1-266",42,c0ae1e96-7e3b-4af7-a459-db655e440135
2346,Matic Z.,1955,Chilopode noi pentru Fauna R.P.R. (II),Studii si Cercetari de Biologie. (2) 6: 43-52,42,e1c27180-82fa-46d6-b71e-391fc0625924
2347,Verhoeff K.W.,1941,Asyanin zoogeografiyasi ve hayvan sistematige hakkinda. Asiatische Beiträge. II. Türkische Chilopoden,Istambul Universitesi Orman Fakültesi Dergisi. 6 B: 85-117,42,b0deb92f-2f78-497a-a75c-7ca8c9261eb3
2348,Zapparoli M.,1991,Note su alcune specie di chilopodi della regione palestinese,Fragmenta Entomologica. 23: 15-33,42,af042d82-296d-4b2d-ab59-eb8e99fccf45
2349,Matic Z.,1964,Harpolithobius triacanthos n. sp. ein neuer Lithobiid (Chilopoda: Lithobiidae),"Revue Roumaine de Biologie, Série de Zoologie. 9: 233-235",42,3f297bb1-7ae7-4555-9e10-7e1dc8a793cf
2350,Kaczmarek J.,1975,Beiträge zur Kenntnis bulgarischer Chilopoden. Teil VI. (Lithobiomorpha: Harpolithobius Pleurolithobius Monotarsobius),"Annales Zoologici, Instytut Zoologiczny, Polska Akademia Nauk. 33: 47-66",42,ae90663d-3cb6-4069-ba93-0adab73cf6e1
2351,Zalesskaja N.,1972,Biospeologica sovietica. L. Une nouvelle espèce cavernicole de Harpolithobius (Chilopoda Lithobiidae) du Caucase Harpolithobius birsteini n. sp.,International Journal of Speleology . 4: 395-399,42,f8bca741-ab4c-44a1-b41c-e8f02eb59841
2352,Chamberlin,1945,\N,Pomona College Journal of Entomology. 17: (incl. pag. 53),42,e3c2a5d3-58a1-424f-b4e4-8852444e6647
2353,Matic Z.,1962,Noi contributii la cunoasterea genului Harpolithobius Verh. (Chilopoda - Lithobiidae) din Fauna R.P.R.,Comunicarile Academiei Republicii Populare Romine. 12(9): 1031-1036,42,940d1cbe-e9f4-4a9f-857b-c134785b4371
2354,Matic Z.,1961,Genul Harpolithobius (Chilopoda Lithobiidae) in fauna Republicii Populare Romine,Studii si Cercetari de Biologie (Cluj). 12: 73-89,42,b0d5ee5a-8e8d-4c15-bcfe-be6101d196b5
2355,Folkmanova B.,1936,Über einige von Jaroslav Storkán in Bulgarien gesammelte Chilopoden,"Bulletin des Institutions Royales d'Histoire Naturelle, Sophia. 9: 93-97",42,47a6a0cd-cf45-4b2b-a96e-5eb76bfc9130
2356,Folkmanova B.,1946,Novi lithobiové (Chilopoda) z Balkánských jeskyn (Pátá predbezná zpráva),Príroda Brno. 38: 57-70,42,412ccfdb-8763-4f19-898c-a5cf014511b9
2357,Stoev P.,2000,"On centipedes (Chilopoda) of Albania, 2",Arthropoda Selecta. 9: 199-206,42,c643ddb2-7842-4c4f-8574-a49f2a88553a
2358,Eason E.H.,1982,A review of the north-west european species of Lithobiomorpha with a revised key to their identification,Zoological Journal of the Linnean Society. 74: 9-33,42,2f6ebb3f-a1a2-473a-9975-af0e251ca636
2359,Crabill R.E. jr.,1953,A new Zygethopolys from Kentucky and a key to the members of the genus (Chilopoda: Lithobiomorpha: Lithobiidae: Ethopolyinae),Canadian Entomologist. 85: 119-120,42,6ece03a4-4f85-41b6-905c-0a54e0d9fcd0
2360,Bollman C.H.,1887,Preliminary description of ten new North American myriopods,American Naturalist. 21: 81-82,42,4a9889cd-d051-4dc1-8242-d8bffa0ac1d7
2361,Cockerell T.D.A.,1893,The entomology of the Mid-Alpine zone of Custer County Colorado,Transactions of the American Entomological Society . 20: 305-370,42,d07e5a49-a674-4c96-b05e-1e837278a7e9
2362,Takakuwa Y.,1938,Über eine neue Art von Monotarsobius und von Lithobius aus Japan,Zool. Mag.. 50: 456-461,42,1ed085b0-1a1a-4e37-869f-d68e7f655b4c
2363,Chamberlin R.V.,1944,Some centipedes from Georgia,Entomological News. 55: 32-35,42,00b84349-758b-466c-aa4d-7824df8d5c0f
2364,Crabill R.E.,1955,New Missouri chilopod records with remarks concerning geographical affinities,Journal of the New York Entomological Society. 63: 153-159,42,fbe40e1f-d132-4135-a717-4a2d4b316c90
2365,Chamberlin R.V.,1946,On some centipeds from Georgia,Canadian Entomologist. 77: 215-216,42,11d04073-f0b9-4e3b-9943-a054c231d8df
2366,Koch L.,1862,Die Myriapodengattung Lithobius,"J. L. Lotzbeck, Nürnberg . 94+3 pp.",42,d550fb16-31a7-4ef7-ad03-1eed8af599ce
2367,Auerbach S.I.,1950,A new species of centipede from a tree-hole in California,Natural History Miscellanea . 76: 1-5,42,df7db282-ea19-44d2-ac31-0fc8afe5f8ad
2368,Loksa I.,1978,"Chilopoden aus der Mongolei (Arthropoda: Tracheata, Chilopoda)",Annales Historico-Naturales Musei Nationalis Hungarici. 70: 111-120,42,b91c0e5d-f1ed-4761-8ede-44373678d1fa
2369,Chamberlin R.V.,1911,The Lithobiomorpha of Wisconsin and neighbouring states,Canadian Entomologist. 43(3): 98-104,42,d7986b89-8c54-4d12-8f9e-0ff490d15260
2370,Bailey J.W.,1928,Class Chilopoda. In: A list of the Insects of New York with a list of the spider and certain other allied groups,Memoirs of the Cornell University Agricultural Experiment Station (Ithaca). 101: 1081-1083,42,c3bb0fa3-c24c-49fa-855e-6f2aef11b29a
2371,Haase E.,1885,Zur Morphologie der Chilopoden,Zoologischer Anzeiger . 8: 693-696,42,31414920-2422-4d12-9029-b1c1e76a53b2
2372,Bollman C.H.,1887,Notes on the North American Lithobiidae and Scutigeridae,Proceedings of the United States National Museum . 10: 254-266,42,0d8b970b-6dc5-4346-9e72-ae6021a494a0
2373,Palmén E.,1954,Survey of the Chilopoda of Newfoundland,Archivum Societatis Zoologicae Botanicae Fennicae Vanamo. 8: 131-149,42,64e373b9-ea4c-41c3-b7c0-698c3fa85df2
2374,Zalesskaja N.T.,1975,New genera and species of Chilopoda (Lithobiomorpha) from Central Asia and Far East,Zoologichesckii Zhurnal. 54: 1316-1325,42,26db906b-6c38-4556-9cb0-9e80e97a1c60
2375,Crabill R.E. jr.,1957,A new Garibius from Virginia with a key to the North American congeners (Chilopoda: Lithobiomorpha: Lithobiidae),Journal of the Washington Academy of Sciences . 47: 375-377,42,02e2e21f-d043-4223-949b-d3eda03d78fe
2376,Hoffer A.,1937,Descriptions des nouveaux chilopodes cavernicoles du Karst de l'Europe méridionale. Pars I. Strandiolus jugoslavicus n. g. n. sp.,"Festschrift fur Dr. Embrik Strand, Riga. 2: 427-432",42,2474d057-b8b2-4512-9e46-dbb435bc19ca
2377,Zapparoli M.,1993,Chilopodi di Turchia. III. Sulla identità di Ottobius hopanus Chamberlin 1952 e Osellaebius anatolicus Matic 1973 (Chilopoda Lithobiomorpha),Fragmenta Entomologica . 25: 1-9,42,0a103823-30d2-41f0-abe2-73503765f5a8
2378,Crabill R.E. jr.,1958,A new Eulithobius with a key to the known American species (Chilopoda: Lithobiidae),Journal of the Washington Academy of Sciences . 48: 260-262,42,2cc23ac7-63bd-4b7d-87d3-f5a5bdb01427
2379,Chamberlin R.V.,1914,The genus Watobius,"Bulletin of the Museum of Comparative Zoology, Harvard College. 57: 105-112",42,e700b985-22c9-421e-9223-a3c4196a2123
2380,M.A. Sherwood,1974,\N,In: Mycologia 66(4):691.,25,e683c80b-a74e-4e37-82b3-076626d095b1
2381,Reddell J.,1982,Further Studies on the Cavernicole Fauna of Mexico and Adjacent Regions,Association for Mexican Cave Studies Bulletin / Texas Morial Museum Publications. 8 or 28: 269,42,7ecd57c0-9a61-4416-893a-7307e01ddc21
2382,Chamberlin R.V.,1933,On a collection of centipeds and millipeds from Costa Rica,Pan-Pacific Entomologist . 9: 11-24,42,0c5ba778-726f-4931-90e1-eefbb0977c49
2383,Crabill R.E. jr.,1962,A new Cruzobius from Mexico (Chilopoda; Lithobiomorpha; Watobiidae),Proceedings of the Biological Society of Washington . 75: 133-135,42,9e048724-bd47-4305-8eb5-a326de8fa874
2384,Crabill R.E. jr.,1961,A new Nuevobius with review of the genus (Chilopoda: Lithobiomorpha: Lithobiidae),Bulletin of the Brooklyn Entomological Society . 55: 121-133,42,38aaef1e-e91d-406e-b6e6-d1a066f35b6c
2385,Crabill R.E. jr.,1950,A review of the genus Pseudolithobius (Chilopoda: Gosibiidae),Entomological News. 61: 8-12,42,91e988b2-3e30-4556-aea6-ecf96bf2ae9b
2386,Matic Z.,1973,Pseudolithobiidae fam. nov.: nuova famiglia dell'ordine dei Lithobiomorpha (Chilopoda Anamorpha),Fragmenta Entomologica . 9: 135-142,42,16dbf279-abf2-4c8e-bb2c-64b7dc2c958e
2387,Edgecombe G.D.,2004,"The henicopid centipede Haasiella (Chilopoda: Lithobiomorpha): new species from Australia, with a morphology-based phylogeny of Henicopidae",Journal of Natural History . 38: 37-76,42,3c2266e5-3b94-42ee-8d19-2c56713fed98
2388,Edgecombe G.D.,2003,A new species of Paralamyctes (Chilopoda: Lithobiomorpha: Henicopidae) from Southern Chile,Zootaxa. 193: 1-12,42,8efad810-8413-4757-a7da-3652ee8792e8
2389,J. Feltgen,1901,\N,"In: Vorstud Pilzfl. Luxemb., Nachtr. II:88.",25,e8ad1ff9-e1d2-4c8f-b42b-86ca6c6f50cc
2390,Edgecombe G.D.,2001,"Revision of Paralamyctes (Chilopoda: Lithobiomorpha: Henicopidae), with six new species from Eastern Australia",Record of the Australian Museum. 53: 201-241,42,6a289c21-381e-420f-808e-b6e2386828d2
2391,Chamberlin R.V.,1945,A new henicopid centiped from Utah,Entomological News. 56: 153-154,42,be7457fa-33fa-462c-a4bf-ea89c7a2dbdc
2392,Silvestri F.,1932,Nuovi contributi alla conoscenza della fauna delle isole italiane dell'Egeo. I. Descrizione di un nuovo genere di Chilopodo Henicopino,Bollettino del Laboratorio di Zoologia Generale e Agraria della Regia Scuola Superiore d'Agricoltura. 27: 57-60,42,558c0884-ab0e-42c7-a7a4-5078f66d288c
2393,Edgecombe G.D.,2004,A new species of the henicopid centipede Dichelobius (Chilopoda: Lithobiomorpha) from southeastern Australia and Lord Howe Island,Proceedings of the Linnean Society of New South Wales. 125: 189-203,42,62980faa-883e-45b7-8e1f-dc95a4bc4768
2394,"Edgecombe G.D., Giribet G.",2004,Molecular phylogeny of Australasian anopsobiine centipedes (Chilopoda: Lithobiomorpha),Invertebrate Systematics . 18: 235-249,42,e8bd2eae-f8f2-427d-a104-9bb5efa77bc1
2395,Edgecombe G.D.,2003,A new genus of henicopid centipede (Chilopoda: Lithobiomorpha) from New Caledonia,Memoirs of the Queensland Museum . 49: 269-284,42,046f8626-e0aa-492b-b71d-7a43cba21ebe
2396,"Crabill, R. E. Jr.",1981,On the true identity of Zygethobius pontis Chamberlin (Chilopoda: Lithobiomorpha: Henicopidae),Proceedings of the Entomological Society of Washington. 83 (2): 360,42,4e9a32bf-462b-4023-afc4-c935b0c091f0
2397,Chamberlin R.V.,1912,The Henicopidae of America north of Mexico,"Bulletin of the Museum of Comparative Zoology, Harvard College. 57: 1-36",42,28068061-9f66-44f8-8d5e-1a1376102a1e
2398,Würmli M.,1977,"Wiederbeschreibung und Identität von Cermatobius martensii, des vermeintlichen Bindegliedes zwischen Scutigeromorpha und Lithobiomorpha (Chilopoda: Cermatobiidae)",Entomologica Germanica. 3: 362-366,42,705b4ec4-3a05-44ee-89e3-12dd8affd261
2399,Zalesskaja N.,1972,A new species of the genus Esastigmatobius (Lithobiomorpha Henicopidae),Zoologichesckii Zhurnal. 51: 608-611,42,c74b9e34-1825-4723-8f19-909e9d5bb165
2400,Takakuwa Y.,1939,Drei Esastigmatobius-Arten aus Japan,Zoological Magazine. 51(8): 581-585,42,3f23934b-79da-4c15-adc6-e2db7ca2850f
2401,Wang,1959,\N,Quarterly Journal of the Taiwan Museum. 12: (incl. pag. 197),42,52836529-c370-48a6-add7-cb58649f3b99
2402,Murakami Y.,1960,Postembryonic development of the common Myriapoda of Japan VI: A new Monotarsobius from Japan (Chilopoda Lithobiomorpha Lithobius),Zoological magazine Tokyo. 70 (7) (includ. pag. 28),42,7ffa5380-e981-4e9f-a687-0d31c53cc845
2403,Verhoeff K.W.,1939,"Von Dr. G. H. Schwabe in Chile gesammelten Isopoda terrestria, Diplopoda und Chilopoda",Archiv für Naturgeschichte. N.F. 8: 301-324,42,12666240-7351-4de8-9d64-0d3d7a3c50df
2404,Eason E.H.,1993,"A new species of Anopsobius from the Falkland Islands, with commentary on the geogrphical distribution of the genus (Chilopoda: Lithobiomorpha)",Myriapodologica. 2 (12): 83-89,42,dfcdc8f0-e98b-4612-afed-60f8f6a0b4fc
2405,Edgecombe G.D.,2003,"A new species of the Godwanan centipede Anopsobius (Chilopoda: Lithobiomorpha) from New South Wales, Australia",Zootaxa. 204: 1-15,42,81fd37da-5480-4f31-b1cd-3f6f675d5e52
2406,Zapparoli M.,1994,Note tassonomiche e faunistiche su Chilopodi della Grecia (Chilopoda),Fragmenta entomologica. 26: 11-66,42,356ef625-d1c2-4a16-b1cc-ecbfb2f6b6d2
