record_id,author,year,title,source,database_id,reference_code
1,Aedo,2009,\N,"In: Feddes Repert. 120: 317, 318 fig. 1",48,abe39a17-ae0e-4587-b0a9-ac427195813c
2,Aedo,2009,\N,"In: J. Torrey Bot. Soc. 136: 289, 290 fig. 1",48,0a6a4074-8253-489f-aa19-d52dca71b0eb
3,Aedo,2011,\N,"In: Acta Bot. Mexicana 95: 39, fig. 1",48,d73062a7-ca97-4886-95ed-000613d760c3
4,Standl.,1940,\N,"In: Publ. Field Mus. Nat. Hist., Bot. Ser. 22(1): 32",48,fe4bbd8e-3fc6-4477-9afa-b8612084573a
5,Sandwith,1929,\N,In: Bull. Misc. Inform. 1929: 121,48,1dc82415-698f-4dbe-833d-d57919f3280f
6,Rose ex Hanks & Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 17,48,14cf1452-d6d7-4537-a2ad-f8aaf9b2fd86
7,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 202, 174 fig. 2 F",48,b3c08c58-e70a-4691-9608-edf4a51371e7
8,H. Perrier,1925,\N,In: Bull. Soc. Linn. Normandie ser. 7 7: 188,48,29d8c91c-7b55-434d-bbe5-89803c3f8619
9,Ridl.,1916,\N,"In: Trans. Linn. Soc. London, Bot. 9(1): 22",48,84b07ce1-7e40-4da0-bde5-a3670678b206
10,L.,1753,\N,In: Sp. Pl. 683,48,0c7390da-cc27-4cb7-9510-a0ee9c5e8a31
11,Franch.,1885,\N,In: Nouv. Arch. Mus. Hist. Nat. ser. 2 8(2): 208,48,18c7f832-9cdd-4d64-98c9-90a5cce826ad
12,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 2,48,90685c45-9377-4289-b0c8-91f22e10d558
13,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 72, pl. 3 fig. 10, pl. 5 figs. 3, 7",48,40e5c4bb-dc39-4288-8bed-e9dbd5b83858
14,Ridl.,1916,\N,"In: Trans. Linn. Soc. London, Bot. 9(1): 23",48,902c8122-4c61-4258-827d-e6ae6bd9d6aa
15,Franch.,1889,\N,In: Pl. Delavay. 115,48,74b3ff2c-56d8-4f65-aa5a-3b8f2e04b7cd
16,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 180,48,694ac85e-a3eb-4e5f-a5f5-22f7c15fd2f1
17,Turcz.,1858,\N,In: Bull. Soc. Imp. Naturalistes Moscou 31(2): 418,48,8a800697-a2ef-4ce0-8ad8-6f18d5812b39
18,Zoll. & Moritzi,1845,\N,In: Natuur-Geneesk. Arch. Ned.-Indië 2: 585,48,7f45f324-c016-406a-b65b-fadcb400ec11
19,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 80, pl. 1 fig. 5",48,945a9798-df21-4477-b700-4fbe827e02e9
20,Kom.,1901,\N,In: Trudy Imp. S.-Peterburgsk. Bot. Sada 18(6): 433,48,743659ab-334c-4363-8bb9-73e122e19593
21,L.,1753,\N,In: Sp. Pl. 682,48,44634398-b4df-4298-a676-59546c287264
22,"Hilliard, B.L. Burtt",1985,\N,"In: Notes Roy. Bot. Gard. Edinburgh 42(2): 220, 175 fig. 3 B",48,72f385be-845e-4943-8832-3e4cc0fcb6e9
23,J.F. Macbr.,1934,\N,In: Candollea 6: 7,48,aec10214-fbf9-439b-bbc5-5a130ae1edc7
24,Hook.,1837,\N,In: Icon. Pl. 2 tab. 198,48,c606c093-0d8c-454a-9458-04d3078b87fd
25,Halloy,1998,\N,"In: Brittonia 50: 467, 470 fig. 4",48,c6b77e6a-30d3-46bd-ab58-0e2836ebe964
26,P.H. Davis,1955,\N,In: Notes Roy. Bot. Gard. Edinburgh 22: 25,48,970971eb-28b5-44dc-90c3-44a48fa7492a
27,Makino ex Nakai,1912,\N,In: Bot. Mag. (Tokyo) 26: 258,48,708c7f4d-5af7-466c-9e50-a92b4b7a54c5
28,Franch. & Sav.,1878,\N,In: Enum. Pl. Jap. 2: 304,48,7900d66e-32b9-4487-add2-766b7ce1c678
29,DC.,1824,\N,In: Prodr. 1: 641,48,73fe80f1-d7b6-4ae9-a421-080880606a82
30,Veldkamp,1978,\N,In: Blumea 24(2): 476,48,6f40e4b7-574c-465e-92ae-5c03e2190743
31,Ledeb.,1842,\N,In: Fl. Ross. 1(2): 465,48,db967094-4ad0-42be-9fca-b5d949753faf
32,A. Gray,1854,\N,"In: U.S. Expl. Exped., Phan. 1: 315, tab. 31",48,f47d13aa-3fa4-460c-9f21-2856051df864
33,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 1,48,bff19772-5973-4f2c-8da1-6f0b6678e93c
34,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 209,48,b3de4e70-dadd-4f36-a225-4f8e060d19e8
35,Rydb. ex Hanks & Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 18,48,7de516f2-fd0c-4815-874e-6d6ae7a11f44
36,Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 18,48,eaf4b13a-3a25-4fcc-832c-d0e3384df61a
37,Ledeb.,1829,\N,"In: Icon. Fl. 1: 6, tab. 18",48,1b98086a-bfb3-4438-b917-f4d08a89c14d
38,A. Gray,1854,\N,"In: U.S. Expl. Exped., Phan. 1: 311, pl. 29 fig. A",48,fbd1389d-914e-46bf-95d4-752d3834cffb
39,Edgew. & Hook. f. in Hook. f.,1874,\N,In: Fl. Brit. India 1: 428,48,39b4b270-5e7a-47ce-add0-9bee9bd9a7a5
40,Aedo & Muñoz Garm.,1997,\N,In: Kew Bull. 52(3): 726,48,121fd8c2-bfad-4be0-b48a-ff93bea53245
41,Wooton & Standl.,1913,\N,In: Contr. U.S. Natl. Herb. 16(4): 142,48,d74bf99a-81bf-4071-98c5-8a8ce775aad7
42,L.,1753,\N,In: Sp. Pl. 681,48,0c2661fc-d3e1-49fa-8236-652ae226fa37
43,L'Hér. in Aiton,1789,\N,In: Hort. Kew. 2: 433,48,ba82632a-ee8e-418f-a66f-0ceec4b35d30
44,Aedo,2017,\N,"In: Syst. Bot. Monogr. 102: 86, 88 fig. 38",48,4b4b2e0f-bd56-46c7-a853-65554f48b767
45,"Regel, Maack in Regel",1861,\N,"In: Tent. Fl.-Ussur. 39, tab. 3 figs. 4-6 c, f, g",48,ff20b5f4-af4a-4de4-bcfe-240c4b9c7d2f
46,Willd. ex Spreng.,1826,\N,In: Syst. Veg. 3: 72,48,0aec59c0-5b48-44fe-9feb-1ec8440cbb48
47,Rothm.,1934,\N,In: Bol. Soc. Esp. Hist. Nat. 34: 151,48,1f566009-d744-469b-9748-5c66c42a6239
48,A.C. Medeiros & H. St. John,1988,\N,"In: Brittonia 40(2): 214, 215 fig. 1",48,b2ec82a2-33c9-4de8-bc2a-a78fd4e90f12
49,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 215,48,e2ac1e19-5502-4dea-8013-395236b2787d
50,Triana & Planch.,1873,\N,"In: Ann. Sci. Nat., Bot. ser. 5 17: 112",48,45943189-7a7d-4972-9b64-9de4e2971474
51,Trautv.,1860,\N,In: Bull. Soc. Imp. Naturalistes Moscou 33(1): 459,48,3d82eff6-dfb2-413e-889b-741b5c9f82f6
52,L.,1753,\N,In: Sp. Pl. 680,48,047a6765-6f88-43fe-a1b9-59c750386a49
53,Turcz.,1863,\N,In: Bull. Soc. Imp. Naturalistes Moscou 36(1): 591,48,a7de2eb2-3473-406f-9391-5efff42a5281
54,"Kunth in Humb., Bonpl. & Kunth",1822,\N,In: Nov. Gen. Sp. 5: 230,48,860709b5-6f16-4694-a32d-4aad391ff974
55,R. Knuth,1922,\N,In: Repert. Spec. Nov. Regni Veg. 18: 291,48,fd6271b0-47bd-4202-8fd1-3bbf0b394410
56,J.R. Laundon,1961,\N,"In: Bol. Soc. Brot. ser. 2 35: 62, [foto 2]",48,873b1ac0-54f5-4c8e-90db-781e8a5f82b9
57,Steud.,1840,\N,In: Nomencl. Bot. ed. 2 1: 677,48,21ca0d5c-52f5-4ee4-b03f-ace258efa2a1
58,R. Knuth,1937,\N,In: Bull. Misc. Inform. 1937(10): 502,48,3d7960ca-ace7-4d3e-a500-bf9da0de1a3c
59,H.E. Moore,1961,\N,"In: Brittonia 13(2): 142, 143 fig. 1A",48,72952514-97c7-4fbe-8060-abf99882d8e1
60,Matsum.,1901,\N,In: Bot. Mag. (Tokyo) 15: 123,48,586918ef-562a-4de8-a206-eac7033d8cf1
61,Aedo & Muñoz Garm.,1997,\N,In: Kew Bull. 52(3): 727,48,82f2cc2d-e458-45e5-9980-9f8ba415f1b7
62,Maxim.,1880,\N,In: Bull. Acad. Imp. Sci. Saint-Pétersbourg 26: 466,48,7ede79eb-c968-4c92-aab1-6073bf7b31bd
63,R. Knuth,1906,\N,In: Bot. Jahrb. Syst. 37: 563,48,c0fa8b7d-88e4-4a18-8594-370742a2a800
64,Franch.,1887,\N,In: Bull. Soc. Bot. France 33: 443,48,66525cd6-f7ba-48ce-bd7a-2b4904ced60b
65,L.,1756,\N,In: Cent. Pl. II 25,48,d58131b8-5a6d-45f2-9f7f-dfc82c37eed8
66,"Klotzsch in Klotzsch, Garcke",1862,\N,"In: Bot. Ergebn. Reise Waldemar 122, Taf. 16",48,af418375-e532-485f-ae93-ec45a818cb0f
67,(Franch.) R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 183,48,9d4c9d3b-ff77-4d14-8cd1-0e7a7aa9c2de
68,Veldkamp,1978,\N,In: Blumea 24(2): 470,48,2beef624-ae0a-4a0e-98af-c54148c5be5d
69,Willd. ex Spreng.,1826,\N,In: Syst. Veg. 3: 70,48,613c2fd3-54cc-4e19-823f-7e545a137f0d
70,Briq.,1908,\N,In: Annuaire Conserv. Jard. Bot. Genève 11/12: 183,48,c3562ef9-47be-4ea9-bce2-e49de298d971
71,Moerman,1978,\N,In: Blumea 24(2): 469,48,c2c7d703-c056-4896-9f17-90d59c36ebbe
72,Fisch. & C.A. Mey. in C.A. Mey.,1846,\N,"In: Index Sem. Hort. Petrop. 11, Suppl. 18",48,208353a1-52d4-4e0b-bee0-5dfcbd0ce7ef
73,(Bab.) Aedo,1997,\N,In: Anales Jard. Bot. Madrid 55(2): 466,48,5d37d961-aac0-46c3-9ac4-80a5847d4261
74,Bornm.,1910,\N,In: Repert. Spec. Nov. Regni Veg. 8: 82,48,a59ef8f4-4dc5-4c8f-a442-cb201ae9f54a
75,H.E. Moore,1951,\N,In: Gentes Herb. 8: 254 fig. 102,48,a0c2205b-26a5-42a7-80f0-80433ccff11c
76,H.E. Moore,1951,\N,In: Gentes Herb. 8(3): 253,48,0880d734-3806-4421-885e-df603eb2d49d
77,Boiss.,1854,\N,In: Diagn. Pl. Orient. ser. 2 1: 110,48,59c172c1-92c2-4472-831e-9fcf6fb6cbd4
78,Aedo,1994,\N,In: Anales Jard. Bot. Madrid 52(1): 105,48,ed22e066-a044-4258-a0bf-3b4fa08aca2f
79,Engl.,1892,\N,In: Abh. Königl. Akad. Wiss. Berlin 1891(2): 274,48,1bce7fd8-8094-427c-aa83-bc70778a956f
80,Hieron.,1895,\N,In: Bot. Jahrb. Syst. 21: 315,48,7a101ecc-fde0-4881-8bfa-cf6d94fef3c0
81,Cav.,1787,\N,"In: Diss. 4: 204, tab. 89 fig. 1",48,6747c612-e814-4fd4-81be-9905d9d3ec8c
82,M. Bieb.,1808,\N,In: Fl. Taur.-Caucas. 2: 137,48,fcd330c5-a7ea-4f72-ab5b-58a055be1ed3
83,A. St.-Hil.,1825,\N,"In: Fl. Bras. Merid. 1: 82, tab. 20",48,0e285244-8c1d-4003-94ca-775cf1a58e66
84,Steud.,1856,\N,In: Flora 39(28): 438,48,7babdc14-368f-476e-abff-663a3d79d8e4
85,Rose,1906,\N,In: Contr. U.S. Natl. Herb. 10(3): 108,48,9c2dddcf-d008-45a0-87cf-3e38ce7e029b
86,Vill.,1786,\N,In: Hist. Pl. Dauphiné 1: 272,48,01fecb82-a833-47e2-bc0c-b578e89e8c01
87,R. Knuth,1923,\N,In: Repert. Spec. Nov. Regni Veg. 19: 230,48,e738c898-78af-47e5-9bb2-fbf82815070c
88,R. Knuth,1915,\N,In: Meded. Rijks-Herb. 27: 69,48,1c321a62-d273-420f-a529-64d71e958f52
89,R. Knuth,1915,\N,In: Meded. Rijks-Herb. 27: 68,48,0d767268-4e09-48db-a504-784d096ca882
90,L'Hér. ex DC.,1824,\N,In: Prodr. 1: 644,48,4e4696d7-cb44-4eae-925d-48c13721d7fd
91,Burm. f.,1759,\N,In: Spec. Bot. Geran. 28,48,b57a3488-25cd-49f2-82fe-30b4a44b8f11
92,Duthie,1906,\N,In: Gard. Chron. ser. 3 39: 52,48,248b626a-ab61-403a-a5ae-2949cdb63984
93,Boiss. & Heldr. in Boiss.,1849,\N,In: Diagn. Pl. Orient. ser. 1 8: 116,48,35a8900f-86ec-4fde-98f9-6e6c16602897
94,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 577,48,d732fa8b-00fc-4151-a8b0-4078315ac10b
95,H.E. Moore,1943,\N,In: Contr. Gray Herb. 146: 38,48,6cea68a6-b09b-4311-8f7c-4b61e3ce3d71
96,Colla,1832,\N,"In: Nuovo Giorn. Lett., Sci. 24: 143",48,3b216daa-4c17-4ed0-b34c-e5a6a4a0674c
97,H.E. Moore,1963,\N,"In: Brittonia 15: 95, 94 fig. 2",48,1e29680a-80f1-44c9-9ed0-7b2851b705a6
98,Hook. f.,1867,\N,In: Handb. N. Zeal. Fl. 726,48,ecc6a8ad-e5b6-4c14-8b34-55d2f24c33b8
99,Stapf,1926,\N,In: Bot. Mag. 151 tab. 9092,48,6bb6359a-f59b-4102-aabd-bac244f7f2fa
100,Benth.,1845,\N,In: Pl. Hartw. 2: 166,48,23aca224-ba28-483b-b534-ab8395791565
101,Baker,1897,\N,In: Bull. Misc. Inform. 1897: 246,48,d090c986-ca65-4a07-b274-f69a52a2587c
102,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 207,48,b7ad4297-5713-483f-817e-1b73f20758a3
103,L'Hér. ex DC.,1824,\N,In: Prodr. 1: 639,48,386c7345-655e-4a3f-b770-465d66eae3b6
104,Freyn & Sint.,1897,\N,In: Bull. Herb. Boissier 5: 587,48,6cc6f3bd-92af-4e98-b4f9-92ac6761b8cd
105,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 41, pl. 4 fig. 3",48,d2cf57b5-b0ad-489f-9e3c-7d863b2e33c7
106,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 74, pl. 1 fig. 1, pl. 5 fig. 6",48,18ca4657-b4a2-4324-b258-7d3ff3810c52
107,Boiss.,1846,\N,In: Diagn. Pl. Orient. ser. 1 6: 30,48,bd9afe5f-4397-4a87-831c-376c58723d64
108,"Kunth in Humb., Bonpl. & Kunth",1822,\N,In: Nov. Gen. Sp. 5: 231,48,ad468769-83b0-41c5-91bd-99553820eb2d
109,Turcz.,1858,\N,In: Bull. Soc. Imp. Naturalistes Moscou 31(2): 417,48,2ce25022-9332-4841-a71d-c95f156001a2
110,R. Knuth,1908,\N,In: Bot. Jahrb. Syst. 40: 68,48,d0e47203-46a3-43fc-915c-dc3282bccdba
111,Yeo,1992,\N,"In: Edinburgh J. Bot. 49(2): 138, 139 fig. 3",48,2cf16b37-9a81-4cc5-b59b-f7e398459adb
112,R. Knuth,1936,\N,In: Repert. Spec. Nov. Regni Veg. 40: 218,48,f4b31fed-0a7c-48e0-a75a-34394e398afe
113,R. Knuth,1922,\N,In: Repert. Spec. Nov. Regni Veg. 18: 289,48,d2f9a426-196a-4585-998d-527f644f8d14
114,DC.,1824,\N,In: Prodr. 1: 639,48,8bf3b817-f7be-43a0-af12-0e591054cb65
115,N.E. Br.,1895,\N,In: Bull. Misc. Inform. 1895: 143,48,d82f511c-d630-45b5-a1ce-14a469a9b543
116,Kokwaro,1971,\N,In: Webbia 25(2): 639,48,351ceaaa-9195-4184-be53-48e66a172d4e
117,R. Knuth,1938,\N,In: Repert. Spec. Nov. Regni Veg. 45: 62,48,a375b7a5-cf89-4fd6-bd67-b0a7fc79c7d2
118,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 150,48,82f71a12-78db-400f-b314-fe9947367026
119,Aedo,2011,\N,In: Candollea 66: 436,48,305df7f4-8a12-4808-a25c-d1556d9c629e
120,Hook.,1834,\N,In: J. Bot. (Hooker) 1: 252,48,765f2237-40d5-423a-a67e-d61f3d3e0bdb
121,Boiss.,1843,\N,In: Diagn. Pl. Orient. ser. 1 1: 58,48,dc0187ec-7f17-4cf3-b612-f147d5754efe
122,Peyr.,1859,\N,In: Linnaea 30: 66,48,d8a3faac-2bc5-4dd7-ba55-40f29a03a0f2
123,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 8,48,89300732-b3b7-4af2-b9cb-b687b23f08d0
124,Cambess. in Jacquem.,1841,\N,"In: Voy. Inde 4: 33, tab. 38",48,46ec19dc-8edf-41fd-afda-82fcc65d0eef
125,Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 12,48,a486516c-efe9-4f59-afdc-d3e9197a77ab
126,Vill.,1779,\N,In: Prosp. Hist. Pl. Dauphiné 40,48,cf9827ce-2d7f-4174-b83c-15d0505588a4
127,Aedo,2010,\N,"In: Syst. Bot. 35: 168, 169 fig. 1",48,f1e40f0c-f90f-41bc-b9d9-557c309c4081
128,Hand.-Mazz.,1933,\N,"In: Symb. Sin. 7: 621, taf. 10 abb. 2",48,d168bc33-bea6-4da3-82f7-1d4213918b30
129,Cav.,1787,\N,"In: Diss. 4: 198, tab. 77 fig. 2",48,fcd3283a-78c1-46e8-9ad9-4790b6bb9ef4
130,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 177,48,c1d652e0-fbb8-45f9-845b-2db51a5176a7
131,Schltr. ex R. Knuth,1908,\N,In: Bot. Jahrb. Syst. 40: 69,48,d984e6ab-14e4-42fd-b433-49cfc0250b00
132,Griseb.,1874,\N,In: Abh. Königl. Ges. Wiss. Göttingen 19: 103,48,fc3db0b4-979f-480f-8849-b4a837de836c
133,(P.H. Davis & J. Roberts) Aedo,1994,\N,In: Anales Jard. Bot. Madrid 52(1): 106,48,3bf8cc29-638f-4919-839c-c90dac564896
134,Loes.,1903,\N,In: Bull. Herb. Boissier ser. 2 3(2): 93,48,20be5b47-ec0a-4842-a62c-c2e9cdad9432
135,Eckl. & Zeyh.,1834,\N,In: Enum. Pl. Afric. Austral. 1: 59,48,d7514d85-c133-40b5-96f5-8c1a89c95401
136,Heywood,1954,\N,"In: Bull. Brit. Mus. (Nat. Hist.), Bot. 1: 112",48,c476f1cc-cb9d-47a5-896f-1d3c3a389ac3
137,Boiss.,1843,\N,In: Diagn. Pl. Orient. ser. 1 1: 59,48,63b4a05d-c60b-492e-8fdc-0a10808c1f69
138,"Trautv. in Trautv., Regel, Maxim. & C. Winkl.",1882,\N,In: Decas Pl. Nov. 5,48,e1534c67-8963-4355-9337-5fdce380237d
139,Standl.,1916,\N,In: Contr. U.S. Natl. Herb. 18: 110,48,135df96b-25c4-41a6-8d13-b85cc2eb4bf6
140,Standl.,1915,\N,In: J. Wash. Acad. Sci. 5: 601,48,e7a50335-2bbe-48c1-b74d-9e32885a0363
141,L.,1755,\N,In: Cent. Pl. I 21,48,c9ba0a23-41ca-4a5a-8af6-7074692ae67b
142,Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 21,48,72fac23e-5d25-4cd0-8fc1-cc579d559bb5
143,Loes.,1903,\N,In: Bull. Herb. Boissier ser. 2 3(2): 92,48,1f4b752c-2c6f-4f0e-9c3c-ce0d6b7dd761
144,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 214,48,e33588d5-d0d1-4070-9c5e-7cd2410063f6
145,R. Knuth,1933,\N,In: Repert. Spec. Nov. Regni Veg. 34: 143,48,85df442d-e8b5-4403-ab85-a3bde5b5fc53
146,Schltdl.,1836,\N,In: Linnaea 10: 253,48,723fa3c6-45a2-41c4-ad02-a19c49d6e14e
147,Oliv.,1868,\N,In: Fl. Trop. Afr. 1: 291,48,b36e6c17-a22c-4f7b-a579-5e64e96c6afb
148,Fed.,1948,\N,"In: Bot. Zhurn. S.S.S.R. 33: 28, 29 tab. 1",48,379a78f5-6ebc-4785-ae86-f18d570c0da3
149,Howell,1897,\N,In: Fl. N. W. Amer. 1: 106,48,f1b4e304-27ca-407c-87f1-2d918698d00f
150,Franch.,1889,\N,In: Pl. Delavay. 111,48,4dbe8e39-f63f-41a5-b6f7-a5efdddc5ef1
151,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 5,48,f28d4009-48b9-4450-ab93-b0acd3752f23
152,Franch.,1887,\N,In: Bull. Soc. Bot. France 33: 442,48,c5a22dce-2ff6-4e4c-90c6-30a67e746577
153,L'Hér. ex DC.,1824,\N,In: Prodr. 1: 640,48,239d09ce-7c87-4b61-b42d-2f58a2139d32
154,Spreng.,1826,\N,In: Syst. Veg. 3: 70,48,d8fa04d3-1f8b-40ec-b6b2-be8f7557ab9c
155,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 581,48,49e26bcd-508d-4ff5-bd73-efbd6f95e4fc
156,Franzén,1983,\N,"In: Nordic J. Bot. 2(6): 549, 550 fig. 1 A-E",48,6e080dd5-3d61-4981-ad08-ccd3833c2b20
157,N.E. Br.,1901,\N,In: Bull. Misc. Inform. 1901(175/177): 120,48,ba25070b-e67c-4b79-9e54-6432082542d3
158,Masam.,1931,\N,In: J. Soc. Trop. Agric. 3: 392,48,069bef9c-afeb-4ab5-a9c0-e7487d4ce6f7
159,Yeo,1985,\N,"In: Hardy Geraniums 188, 86 fig. 9.22, photo 11",48,311e71df-a2e0-4059-aaf3-70dae3d002cc
160,Lindl.,1840,\N,In: Edward's Bot. Reg. 26 tab. 67,48,8166537d-2c1a-468b-b6df-b9cc0aff36ad
161,D. Don ex Sweet,1821,\N,"In: Geraniaceae 1, tab. 90",48,8ccc7e0f-d3c3-4df0-b5eb-9f8960e47ab7
162,(Woronow) Grossh.,1932,\N,In: Fl. Kavk. 3: 7,48,3a3275de-8bda-4d6b-85f5-d49acf721abc
163,Forssk.,1775,\N,In: Fl. Aegypt.-Arab. 124,48,d39a5397-8dfb-4e2f-a79f-4b1e713eb611
164,L.,1771,\N,In: Mant. Pl. Altera 257,48,0562fea4-1e15-4523-871b-0613830b9282
165,Aedo & Muñoz Garm.,1997,\N,In: Kew Bull. 52(3): 725,48,210d8300-39d5-4e23-bd3f-137cb27000ce
166,L.,1759,\N,In: Syst. Nat. ed. 10 2: 1144,48,3b06aad6-d076-4037-b588-6873bafa04e1
167,(Boiss.) Aedo,1994,\N,In: Anales Jard. Bot. Madrid 52(1): 106,48,64f9a956-8d2b-4d6a-b437-bcf07cd4d086
168,Hook. ex A. Gray,1854,\N,"In: U.S. Expl. Exped., Phan. 1: 309",48,2587d35c-f314-468b-8fd9-13651e1092fc
169,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 212,48,b5744cfc-c25e-4a3a-9907-ab88b6b65e85
170,DC.,1824,\N,In: Prodr. 1: 640,48,4564e315-30e2-4c69-921e-d888c9f6d8af
171,Hochst. in G.W. Schimp.,1842,\N,In: Iter Abyssinicum Sect. II n.° 806,48,63a63d98-8afc-4388-b599-52d82f248ee9
172,J.R. Laundon,1961,\N,"In: Bol. Soc. Brot. ser. 2 35: 70, [foto 4]",48,f2749783-021a-4f1d-8b52-ade0e0efb403
173,Paray,1954,\N,"In: Bol. Soc. Bot. México 16: 22, 23 fig. 2",48,e9e54cbb-7a36-4d28-b775-7537b18a15c6
174,Deflers,1889,\N,In: Voy. Yemen 118,48,848f06e6-3aac-4aca-b70d-054c6f3b0a30
175,DC.,1824,\N,In: Prodr. 1: 642,48,92f04529-eb86-4c10-bd4c-cfe8de88fbee
176,Sweet,1827,\N,"In: Geraniaceae 4, sub tab. 338",48,b22d52ee-9cc0-4542-a335-7a14dd8e4bb7
177,Hieron.,1895,\N,In: Bot. Jahrb. Syst. 21: 316,48,672489a6-28b9-4c52-b45f-0ec9eeac96c6
178,R. Knuth,1939,\N,In: Notizbl. Bot. Gart. Berlin-Dahlem 14: 352,48,ffc949a2-b07e-43d2-a2e6-e8a83e554729
179,Hieron.,1895,\N,"In: Bot. Jahrb. Syst. 20, Beiblatt 49: 31",48,24139159-4046-4a42-b3bf-8aae57bb2253
180,Franch. & Sav.,1878,\N,In: Enum. Pl. Jap. 2: 305,48,c96eea70-904c-45be-8c01-897206b1ac90
181,Aedo,2007,\N,"In: J. Torrey Bot. Soc. 134: 534, 536 fig. 1",48,be7ffa63-3dba-4b0b-b1d5-6281c8e6df6b
182,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 24, pl. 2 fig. 5, pl. 4 figs. 2, 7",48,55f7d56c-7905-422d-a1cd-cda0ddbbff63
183,Hanks in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 10,48,c3114607-cc7f-4a41-82f5-e47f867e1ae5
184,Kar. & Kir.,1842,\N,In: Bull. Soc. Imp. Naturalistes Moscou 15(1): 177,48,20dfc244-1fd2-4cd0-8ea5-77e4166dafb6
185,Aedo,2004,\N,"In: Harvard Papers Bot. 9: 1, 2 fig. 1",48,d64b4ac7-1165-4457-b798-f40eda5ab112
186,Ehrh.,1792,\N,In: Beitr. Naturk. 7: 164,48,de23df38-c100-4a29-bed3-7d29302c0792
187,Kuntze,1898,\N,In: Revis. Gen. Pl. 3(2): 32,48,13f8c4ed-d2ef-47b4-a2d0-d322e2a1a97b
188,Aedo,2001,\N,In: Anales Jard. Bot. Madrid 58: 358,48,a24de25b-a2cd-4111-b4e1-93a26173ac7c
189,Aedo,2000,\N,In: Anales Jard. Bot. Madrid 58: 184,48,118f53c6-5cbe-4ccb-bbee-bca1351af5fd
190,Eckl. & Zeyh.,1834,\N,In: Enum. Pl. Afr. Austral. 58,48,9687d6ed-e84d-49db-8d59-849e3d37833b
191,Schur,1866,\N,In: Enum. Pl. Transsilv. 136,48,010976cc-2174-4a0a-ae99-0c4ee2abe2d1
192,Burm. f.,1759,\N,"In: Spec. Bot. Geran. 28, tab. 1 fig. 26",48,303d25d2-cc52-4ca0-ac03-878f85a204ab
193,Cav.,1787,\N,"In: Diss. 4: 209, tab. 124 fig. 1",48,9c704c5f-de0d-4012-aa2e-1fb27f581be4
194,Fisch. & C.A. Mey.,1835,\N,In: Index Sem. Hort. Petrop. [1] 28,48,9b62bc21-0900-4b77-8317-68321f99cdaa
195,Briq.,1908,\N,In: Annuaire Conserv. Jard. Bot. Genève 11-12: 183,48,560d42c5-393f-41ea-b01c-1eac4da6d1ad
196,Freyn,1895,\N,In: Bull. Herb. Boissier 3: 104,48,e2bb2a82-298d-4182-800f-d91074b7c268
197,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 156,48,9bab5b61-6f75-41a1-b18a-f26e68ff66c9
198,Veldkamp,1978,\N,In: Blumea 24(2): 471,48,9715fa99-5c4b-42de-865f-11367f958daf
199,Veldkamp,1978,\N,In: Blumea 24(2): 473,48,56ae6680-ecdf-498e-8be7-ed04c4bec201
200,H. Hara,1954,\N,In: Acta Phytotax. Geobot. 16: 1,48,62e8606c-2081-4445-ae01-e0edf2da8917
